cohort,run_key,solution_id,is_representative,decision_hash,period,demand,delivered,cumulative_delivered,satisfaction,first_service_period,first_topology_time_period,global_supply_at_first_path,stocked_feasible_supplier_at_period_start
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,2,8,14.233485559768269,31.57889192012499,0.26536883966491587,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,2,13,10.0,10.0,0.06944444444444445,2,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,2,14,12.439348724503361,27.59835932515125,0.26536883966491587,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,2,17,14.59231292682125,32.374998439119736,0.26536883966491587,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,2,24,18.060977475000072,40.070694789402296,0.26536883966491587,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,3,0,9.183571924591078,29.351603739124684,0.38620531235690375,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,3,2,11.721137851122826,37.461915298619665,0.38620531235690375,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,3,5,18.971326212642097,60.63423404003389,0.38620531235690375,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,3,7,19.575508576102038,62.56526060181841,0.38620531235690375,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,3,8,14.379540250346558,45.958432170471546,0.38620531235690375,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,3,13,20.0,30.0,0.20833333333333334,2,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,3,14,12.566993159966742,40.16535248511799,0.38620531235690375,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,3,17,14.742049668422524,47.11704810754226,0.38620531235690375,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,3,24,18.246307376490172,58.31700216589247,0.38620531235690375,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,4,0,9.358099877681575,38.70970361680626,0.5093382054842929,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,4,2,11.943890633356745,49.40580593197641,0.5093382054842929,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,4,5,19.33186422100009,79.96609826103398,0.5093382054842929,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,4,7,19.947528686637042,82.51278928845545,0.5093382054842929,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,4,8,14.652814282159298,60.611246452630844,0.5093382054842928,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,4,13,20.0,50.0,0.3472222222222222,2,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,4,14,12.805820885248465,52.97117337036646,0.5093382054842929,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,4,17,15.02221296154147,62.13926106908373,0.5093382054842929,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,4,24,18.59306686223576,76.91006902812822,0.5093382054842929,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,5,0,9.510426394996585,48.220130011802844,0.6344753948921427,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,5,2,12.138307372561428,61.54411330453784,0.6344753948921427,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,5,5,19.646538737032415,99.61263699806639,0.6344753948921427,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,5,7,20.27222468407166,102.78501397252711,0.6344753948921427,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,5,8,14.89132553953413,75.50257199216497,0.6344753948921427,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,5,13,15.0,65.0,0.4513888888888889,2,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,5,14,13.014267698416376,65.98544106878283,0.6344753948921427,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,5,17,15.266737107757677,77.40599817684141,0.6344753948921427,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,5,24,18.89571560058532,95.80578462871354,0.6344753948921427,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,6,0,9.307686641580837,57.52781665338368,0.7569449559655748,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,6,2,11.879547424122912,73.42366072866075,0.7569449559655748,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,6,5,19.22772108852884,118.84035808659523,0.7569449559655748,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,6,7,19.840068893896003,122.62508286642311,0.7569449559655748,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,6,8,14.573877767738423,90.0764497599034,0.7569449559655748,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,6,13,20.0,85.0,0.5902777777777778,2,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,6,14,12.736834351636944,78.72227542041978,0.7569449559655748,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,6,17,14.941286450958714,92.34728462780012,0.7569449559655748,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,6,24,18.492903722088244,114.29868835080178,0.7569449559655748,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,7,0,9.466426150099124,66.9942428034828,0.8815031947826685,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,7,2,12.082149165258087,85.50580989391884,0.8815031947826685,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,7,5,19.55564349428373,138.39600158087896,0.8815031947826685,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,7,7,20.178434688369165,142.80351755479228,0.8815031947826684,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,7,8,14.822430419234152,104.89888017913755,0.8815031947826685,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,7,13,0.0,85.0,0.5902777777777778,2,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,7,14,12.954056836977742,91.67633225739752,0.8815031947826685,1,1,1018.8000000000002,True
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0001,False,3e648c67f60139cf,7,17,15.196105135685428,107.54338976348555,0.8815031947826685,1,1,1018.8000000000002,True
