cohort,run_key,solution_id,is_representative,decision_hash,period,end_hours,total_satisfaction,min_satisfaction,zero_service_ratio,remaining_supply,remaining_supply_1,remaining_supply_12,remaining_supply_4,remaining_supply_16,remaining_supply_2,remaining_supply_3
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0006,False,2b0dc1f4a658a7ec,4,32,0.47924015330422837,0.13157894736842105,0.0,476.30014645961364,153.56097920583636,322.7391672537773,,,,
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0006,False,2b0dc1f4a658a7ec,5,40,0.6007065930855549,0.2631578947368421,0.0,338.8001366271521,74.71864358027064,264.08149304688146,,,,
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0006,False,2b0dc1f4a658a7ec,6,48,0.7232062563471364,0.4605263157894737,0.0,200.13051781504186,0.0,200.13051781504186,,,,
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0006,False,2b0dc1f4a658a7ec,7,56,0.8418137278495227,0.7464663103994671,0.0,65.8668600743405,0.0,65.8668600743405,,,,
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0006,False,2b0dc1f4a658a7ec,8,64,0.8999999999999436,0.8999999999999435,0.0,6.403411134670023e-11,0.0,6.403411134670023e-11,,,,
historical_S025,S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,p0006,False,2b0dc1f4a658a7ec,9,72,0.8999999999999436,0.8999999999999435,0.0,6.403411134670023e-11,0.0,6.403411134670023e-11,,,,
historical_S025,S025:i101:nsga2_alns:s1060001:r1:6042496f55c9,p0001,True,4bb529504ddde22b,1,8,0.12102551536373915,0.0,0.1111111111111111,881.7991166082475,387.23843541937424,494.5606811888732,,,,
historical_S025,S025:i101:nsga2_alns:s1060001:r1:6042496f55c9,p0001,True,4bb529504ddde22b,2,16,0.2416818108529298,0.06944444444444445,0.0,745.2161901144837,285.0267552889087,460.18943482557495,,,,
historical_S025,S025:i101:nsga2_alns:s1060001:r1:6042496f55c9,p0001,True,4bb529504ddde22b,3,24,0.36465744684523554,0.20833333333333334,0.0,606.0077701711936,180.08472326454006,425.9230469066535,,,,
historical_S025,S025:i101:nsga2_alns:s1060001:r1:6042496f55c9,p0001,True,4bb529504ddde22b,4,32,0.4896573835594496,0.3472222222222222,0.0,464.50784181070327,73.50987552589112,390.99796628481215,,,,
historical_S025,S025:i101:nsga2_alns:s1060001:r1:6042496f55c9,p0001,True,4bb529504ddde22b,5,40,0.6075901905151627,0.4166666666666667,0.0,331.0079043368361,0.0,331.0079043368361,,,,
historical_S025,S025:i101:nsga2_alns:s1060001:r1:6042496f55c9,p0001,True,4bb529504ddde22b,6,48,0.72910496078335,0.625,0.0,193.45318439324814,0.0,193.45318439324814,,,,
historical_S025,S025:i101:nsga2_alns:s1060001:r1:6042496f55c9,p0001,True,4bb529504ddde22b,7,56,0.8535055530843245,0.635417100873648,0.0,52.63171390854494,0.0,52.63171390854494,,,,
historical_S025,S025:i101:nsga2_alns:s1060001:r1:6042496f55c9,p0001,True,4bb529504ddde22b,8,64,0.8999999999999527,0.8999999999999527,0.0,5.3731241678178776e-11,0.0,5.3731241678178776e-11,,,,
historical_S025,S025:i101:nsga2_alns:s1060001:r1:6042496f55c9,p0001,True,4bb529504ddde22b,9,72,0.8999999999999527,0.8999999999999527,0.0,5.3731241678178776e-11,0.0,5.3731241678178776e-11,,,,
historical_S025,S025:i101:nsga2_alns:s1060002:r2:094a953d55dc,p0001,True,e315e9b7a2f04bfe,1,8,0.1202529373567749,0.0,0.1111111111111111,882.673674912131,418.27200432390566,464.40167058822533,,,,
historical_S025,S025:i101:nsga2_alns:s1060002:r2:094a953d55dc,p0001,True,e315e9b7a2f04bfe,2,16,0.24100751132036652,0.06944444444444445,0.0,745.9794971853453,354.99995307485153,390.97954411049375,,,,
historical_S025,S025:i101:nsga2_alns:s1060002:r2:094a953d55dc,p0001,True,e315e9b7a2f04bfe,3,24,0.3640689239316922,0.20833333333333334,0.0,606.6739781093247,281.505676808984,325.16830130034066,,,,
historical_S025,S025:i101:nsga2_alns:s1060002:r2:094a953d55dc,p0001,True,e315e9b7a2f04bfe,4,32,0.48914372575170395,0.3472222222222222,0.0,465.08930244907134,206.98947102204858,258.09983142702276,,,,
historical_S025,S025:i101:nsga2_alns:s1060002:r2:094a953d55dc,p0001,True,e315e9b7a2f04bfe,5,40,0.607141874336744,0.4166666666666667,0.0,331.51539825080596,141.58133381574135,189.9340644350646,,,,
historical_S025,S025:i101:nsga2_alns:s1060002:r2:094a953d55dc,p0001,True,e315e9b7a2f04bfe,6,48,0.7277975022538989,0.5555555555555556,0.0,194.9332274485866,69.30815399247899,125.62507345610759,,,,
historical_S025,S025:i101:nsga2_alns:s1060002:r2:094a953d55dc,p0001,True,e315e9b7a2f04bfe,7,56,0.8471132895395252,0.6656785473970755,0.0,59.86775624125758,0.0,59.86775624125758,,,,
historical_S025,S025:i101:nsga2_alns:s1060002:r2:094a953d55dc,p0001,True,e315e9b7a2f04bfe,8,64,0.8999999999997441,0.899999999999744,0.0,2.8988722533540567e-10,0.0,2.8988722533540567e-10,,,,
historical_S025,S025:i101:nsga2_alns:s1060002:r2:094a953d55dc,p0001,True,e315e9b7a2f04bfe,9,72,0.8999999999997441,0.899999999999744,0.0,2.8988722533540567e-10,0.0,2.8988722533540567e-10,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0001,False,2e936904a5e41510,1,8,0.11424009539349957,0.0,0.2222222222222222,889.4802120145587,408.3294248185663,481.1507871959924,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0001,False,2e936904a5e41510,2,16,0.24067123017749917,0.0,0.1111111111111111,746.3601674390711,348.1636561112424,398.1965113278287,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0001,False,2e936904a5e41510,3,24,0.3581883984603135,0.0,0.1111111111111111,613.3307329429254,282.6723282935651,330.65840464936025,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0001,False,2e936904a5e41510,4,32,0.4833650267296804,0.19736842105263158,0.0,471.630789742002,206.7984351227202,264.8323546192818,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0001,False,2e936904a5e41510,5,40,0.6045545315462756,0.2631578947368421,0.0,334.4442702896162,136.95694167922036,197.48732861039585,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0001,False,2e936904a5e41510,6,48,0.7352754830357395,0.5263157894736842,0.0,186.46815320354304,54.18077818434736,132.28737501919568,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0001,False,2e936904a5e41510,7,56,0.8442258858135362,0.5263157894736842,0.0,63.13629725907727,0.0,63.13629725907727,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0001,False,2e936904a5e41510,8,64,0.8999999999997319,0.8999999999997318,0.0,3.037143869732972e-10,0.0,3.037143869732972e-10,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0001,False,2e936904a5e41510,9,72,0.8999999999997319,0.8999999999997318,0.0,3.037143869732972e-10,0.0,3.037143869732972e-10,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0002,True,a7a66674d210ea2b,1,8,0.11497365430918585,0.0,0.2222222222222222,888.6498233220018,405.6041598009284,483.0456635210734,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0002,True,a7a66674d210ea2b,2,16,0.24108778310472498,0.12345679012345678,0.0,745.8886295254515,324.57840251866276,421.31022700678875,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0002,True,a7a66674d210ea2b,3,24,0.36240466025255386,0.21604938271604937,0.0,608.5579245941092,248.02712633997743,360.5307982541318,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0002,True,a7a66674d210ea2b,4,32,0.4928617016252444,0.4012345679012346,0.0,460.8805537602235,174.38778191093755,286.49277184928593,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0002,True,a7a66674d210ea2b,5,40,0.6090660568652795,0.43209876543209874,0.0,329.3372236285039,95.20035779758315,234.13686583092078,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0002,True,a7a66674d210ea2b,6,48,0.7351422269911146,0.6172839506172839,0.0,186.61899904605852,24.664314167125042,161.95468487893348,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0002,True,a7a66674d210ea2b,7,56,0.8584639358247388,0.7548257741793214,0.0,47.01882464639587,0.0,47.01882464639587,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0002,True,a7a66674d210ea2b,8,64,0.8999999999999571,0.899999999999957,0.0,4.884270765614929e-11,0.0,4.884270765614929e-11,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0002,True,a7a66674d210ea2b,9,72,0.8999999999999571,0.899999999999957,0.0,4.884270765614929e-11,0.0,4.884270765614929e-11,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0003,False,25520ece1004f590,1,8,0.11743185705856614,0.0,0.2222222222222222,885.8671378097033,423.8108735818347,462.0562642278686,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0003,False,25520ece1004f590,2,16,0.23854303518332556,0.0,0.1111111111111111,748.7692841724756,376.2509714731974,372.5183126992782,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0003,False,25520ece1004f590,3,24,0.35850150762990224,0.0,0.1111111111111111,612.9762933629509,327.20094433260476,285.7753490303461,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0003,False,25520ece1004f590,4,32,0.47924015330422837,0.13157894736842105,0.0,476.30014645961364,268.61776299183623,207.6823834677774,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0003,False,25520ece1004f590,5,40,0.6007065930855549,0.2631578947368421,0.0,338.800136627152,209.71861149359106,129.081525133561,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0003,False,25520ece1004f590,6,48,0.7228519644715876,0.39473684210526316,0.0,200.53157621816288,150.52470338218893,50.00687283597395,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0003,False,25520ece1004f590,7,56,0.8433436417720824,0.7236842105263158,0.0,64.13499751400279,64.13499751400279,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0003,False,25520ece1004f590,8,64,0.8999999999999473,0.8999999999999472,0.0,5.981348749628523e-11,5.981348749628523e-11,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0003,False,25520ece1004f590,9,72,0.8999999999999473,0.8999999999999472,0.0,5.981348749628523e-11,5.981348749628523e-11,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0004,False,49e25f420e7ced39,1,8,0.11497365430918585,0.0,0.2222222222222222,888.6498233220018,405.6041598009284,483.0456635210734,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0004,False,49e25f420e7ced39,2,16,0.24108778310472498,0.12345679012345678,0.0,745.8886295254515,344.39413876202946,401.49449076342205,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0004,False,49e25f420e7ced39,3,24,0.36240466025255386,0.21604938271604937,0.0,608.5579245941092,277.4275363717792,331.13038822233005,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0004,False,49e25f420e7ced39,4,32,0.4928617016252444,0.4012345679012346,0.0,460.8805537602235,213.00827460601283,247.87227915421067,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0004,False,49e25f420e7ced39,5,40,0.6090660568652795,0.43209876543209874,0.0,329.3372236285039,143.73558563699933,185.60163799150462,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0004,False,49e25f420e7ced39,6,48,0.7263083047296305,0.5555555555555556,0.0,196.61899904605852,82.03107300475344,114.58792604130508,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0004,False,49e25f420e7ced39,7,56,0.8532738351436275,0.7407407407407407,0.0,52.894018617413934,19.77543938866036,33.118579228753575,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0004,False,49e25f420e7ced39,8,64,0.8999999999998045,0.8999999999998044,0.0,2.2156143586471444e-10,2.2156143586471444e-10,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,p0004,False,49e25f420e7ced39,9,72,0.8999999999998045,0.8999999999998044,0.0,2.2156143586471444e-10,2.2156143586471444e-10,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0001,True,01c9fc69dd180fac,1,8,0.11729138833007861,0.0,0.2222222222222222,886.0261484103512,465.0608735816746,420.96527482867657,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0001,True,01c9fc69dd180fac,2,16,0.24330799697276068,0.0,0.1111111111111111,743.3753474268351,425.75132420539524,317.62402322143987,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0001,True,01c9fc69dd180fac,3,24,0.3629465603244492,0.0,0.1111111111111111,607.9444937127237,394.91425566506734,213.03023804765633,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0001,True,01c9fc69dd180fac,4,32,0.4878037360301114,0.19736842105263158,0.0,466.6061708139141,352.8759403477085,113.73023046620563,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0001,True,01c9fc69dd180fac,5,40,0.6086952356282129,0.2631578947368421,0.0,329.75699326886314,319.65821863825624,10.098774630606897,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0001,True,01c9fc69dd180fac,6,48,0.7214703447945955,0.2631578947368421,0.0,202.09556969251804,202.09556969251804,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0001,True,01c9fc69dd180fac,7,56,0.8443418247235359,0.5263157894736842,0.0,63.005054412957435,63.005054412957435,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0001,True,01c9fc69dd180fac,8,64,0.8999999999997319,0.8999999999997318,0.0,3.036433326997212e-10,3.036433326997212e-10,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0001,True,01c9fc69dd180fac,9,72,0.8999999999997319,0.8999999999997318,0.0,3.036433326997212e-10,3.036433326997212e-10,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0002,False,a5464f41238fcf00,1,8,0.11729138833007861,0.0,0.2222222222222222,886.0261484103512,445.8338417795709,440.1923066307803,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0002,False,a5464f41238fcf00,2,16,0.24539043070684585,0.0,0.1111111111111111,741.0180324398507,415.76552715473247,325.2525052851182,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0002,False,a5464f41238fcf00,3,24,0.35742782173813925,0.0,0.1111111111111111,614.1917057924265,383.10027134870927,231.09143444371728,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0002,False,a5464f41238fcf00,4,32,0.4826555134622214,0.19736842105263158,0.0,472.43395876076556,339.5307366356352,132.90322212513036,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0002,False,a5464f41238fcf00,5,40,0.6038926534453627,0.2631578947368421,0.0,335.19351629984965,302.5976752459254,32.59584105392422,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0002,False,a5464f41238fcf00,6,48,0.7211637848623108,0.6284152307766577,0.0,202.44259553586437,202.44259553586437,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0002,False,a5464f41238fcf00,7,56,0.8544694305239453,0.7513660504487889,0.0,51.540604646894096,51.540604646894096,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0002,False,a5464f41238fcf00,8,64,0.8999999999999224,0.8999999999999223,0.0,8.799361239653081e-11,8.799361239653081e-11,0.0,,,,
historical_S025,S025:i101:nsga2_ls:s1060001:r1:197ce3161490,p0002,False,a5464f41238fcf00,9,72,0.8999999999999224,0.8999999999999223,0.0,8.799361239653081e-11,8.799361239653081e-11,0.0,,,,
