size_group,algorithm,runs,hypervolume_mean,hypervolume_sd,igd_mean,igd_sd,runtime_seconds_mean,runtime_seconds_sd,evaluations_mean,evaluations_sd,F1_mean,F1_sd,F2_mean,F2_sd,F3_mean,F3_sd
small,nsga2,8,1.1406362477213654,0.04615749466116523,0.1044450197438303,0.03143186313998294,3.139315286247438,1.3498806707555644,200.0,0.0,4.126500837417131,0.2109614069004809,3604.838477269488,187.71717068495286,-0.8999999999999957,9.4950266995548e-16
