size_group,algorithm,runs,hypervolume_mean,hypervolume_sd,igd_mean,igd_sd,runtime_seconds_mean,runtime_seconds_sd,evaluations_mean,evaluations_sd,F1_mean,F1_sd,F2_mean,F2_sd,F3_mean,F3_sd
case_study,nsga2,8,0.7032018079380191,0.11938992865323081,0.16122972600615024,0.05495861941393395,7.16393853662521,2.64337859865893,500.0,0.0,2.6950004660059754,0.1465605068830258,126217.25000000001,18331.892797734203,-0.41508620737795354,0.050873798854938666
