case_id,scenario_family,zone,instance_seed,solver_seed,solver_repeat,model_id,model,run_key,physical_instance_hash,point_index,F1,F2,F3
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,0,2.461025863688497,123600.66666666667,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,2.462430999719607,143920.33333333334,-0.445542109163398
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,2.464370959929207,108721.33333333334,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,2.4652372501390794,102928.5,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,2.4728946784149795,100641.66666666667,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,2.4976886485682535,94120.66666666667,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,2.518693996515501,107705.66666666667,-0.0026155187479162123
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,2.549726032491752,128901.50000000001,-0.07405908539294614
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,8,2.561442897805704,115254.16666666667,-0.15353311136004777
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,9,2.648440651982799,122484.33333333334,-0.2798237330835036
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,10,2.668756300925935,98288.16666666667,-0.15353311136004777
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,11,2.769935102309254,120883.5,-0.34591194968743366
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,12,2.782859773640217,98546.83333333334,-0.3385371494669016
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,13,2.8210419139659972,93505.66666666667,-0.1825652018596884
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,14,2.8545001842294964,126028.66666666667,-0.40057636887740955
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,15,2.9269951386295685,93383.66666666667,-0.07405908539294614
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,16,2.944447300216542,86745.33333333334,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,17,2.9530404965316848,82469.33333333334,-0.04467640918755933
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,0,2.460869941929812,122940.33333333333,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,2.4636498837653784,105643.33333333333,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,2.4659920070583734,104801.66666666666,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,2.468174745302771,104723.66666666666,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,2.4856404557963767,104199.33333333333,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,2.517355551473173,101013.33333333334,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,2.564130888114944,99899.5,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,2.565902681169515,98028.16666666667,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,8,2.567061111632916,162625.66666666666,-0.07405908539112716
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,9,2.5738376443132864,156988.5,-0.06267922982624441
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,10,2.575588914858886,157304.33333333334,-0.07405908539294614
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,11,2.577834698758217,148007.0,-0.3079249848779
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,12,2.615424297044368,95595.66666666667,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,13,2.623936721466862,138323.6666666667,-0.27640733712996735
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,14,2.625708514521433,137953.0,-0.27640733712996735
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,15,2.6443045238338136,115276.66666666669,-0.4349222030141391
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,16,2.6513031063993626,94550.66666666667,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,17,2.813422170893209,100573.66666666669,-0.3947089947105269
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,0,2.460869941929812,122940.33333333333,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,2.4636498837653784,105643.33333333333,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,2.4659920070583734,104801.66666666666,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,2.468174745302771,104723.66666666666,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,2.4856404557963767,104199.33333333333,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,2.517355551473173,101013.33333333334,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,2.564130888114944,99899.5,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,2.565902681169515,98028.16666666667,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,8,2.567061111632916,162625.66666666666,-0.07405908539112716
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,9,2.5738376443132864,156988.5,-0.06267922982624441
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,10,2.575588914858886,157304.33333333334,-0.07405908539294614
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,11,2.577834698758217,148007.0,-0.3079249848779
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,12,2.615424297044368,95595.66666666667,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,13,2.623936721466862,138323.6666666667,-0.27640733712996735
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,14,2.625708514521433,137953.0,-0.27640733712996735
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,15,2.6443045238338136,115276.66666666669,-0.4349222030141391
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,16,2.6513031063993626,94550.66666666667,-0.0
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,17,2.813422170893209,100573.66666666669,-0.3947089947105269
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,0,2.4623547847286833,137888.0,-0.0
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,2.467547804278632,134790.5,-0.0
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,2.468554440469042,122359.33333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,2.468815415580308,112084.0,-0.0
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,2.4912587896987395,111495.33333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,2.5733736811215215,91733.33333333333,-0.0
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,2.6616670628309835,168793.5,-0.06267922982624441
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,2.6810290666442818,122572.33333333334,-0.05998356614873046
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,8,2.7214568983671885,147064.33333333334,-0.19464977120878757
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,0,2.4615536705044176,140033.33333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,2.4626149197074616,133481.83333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,2.4637616282346846,130671.33333333333,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,2.46460794757422,125578.5,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,2.466518275961093,99008.33333333333,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,2.4938038890014775,87722.33333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,2.5409203991003855,168640.00000000003,-0.07405908539294614
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,2.544591826519823,146799.6666666667,-0.044676409188468824
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,8,2.5992685841218277,139610.6666666667,-0.15353311136004777
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,9,2.626325123655084,123583.33333333334,-0.24338624338815862
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,10,2.6265324551681397,120438.00000000001,-0.19464977120969706
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,11,2.7652941711196948,145185.33333333334,-0.33313902652480465
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,12,2.767655771964921,129117.83333333334,-0.2798237330835036
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,0,2.4617190621606095,164368.33333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,2.4622224676977886,155034.33333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,2.4623110573509694,139137.83333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,2.463111098473618,137647.33333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,2.463679822170146,136278.6666666667,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,2.463702607574656,131319.33333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,2.4641227704337894,130911.33333333334,-0.0
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,2.46460794757422,125578.5,-0.0
