case_id,scenario_family,zone,instance_seed,solver_seed,solver_repeat,model_id,model,run_key,physical_instance_hash,period,end_hours,total_satisfaction,min_satisfaction,zero_service_ratio,remaining_supply,remaining_supply_1,remaining_supply_2,remaining_supply_3,remaining_supply_8
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC0:233634bab1fc,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,9,72,0.7973068745570517,0.4349222030141391,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,8,0.3176905151467747,0.0,0.45714285714285713,5413.909465023207,2122.294238683735,1604.8868312767627,1686.7283950627098,
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,16,0.6128632175756297,0.0,0.37142857142857144,2082.000000006292,1053.0000000017708,801.000000002,228.00000000252112,
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,24,0.641300496101472,0.0,0.34285714285714286,1761.0000000065838,1053.0000000017708,480.0000000022919,228.00000000252112,
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,32,0.7973068745570517,0.4349222030141391,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,40,0.7973068745570517,0.4349222030141391,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,48,0.7973068745570517,0.4349222030141391,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,56,0.7973068745570517,0.4349222030141391,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,8,64,0.7973068745570517,0.4349222030141391,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60000,0,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ac79a73486e1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,9,72,0.7973068745570517,0.4349222030141391,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,8,0.31680461861948905,0.0,0.45714285714285713,5423.909465023207,1810.4423868321646,1999.5027434849726,1613.96433470607,
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,16,0.6298772555938954,0.0,0.2857142857142857,1889.9455388561091,891.1714070089984,998.7741318471108,0.0,
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,24,0.6960489014878867,0.0,0.2857142857142857,1143.0000000047362,468.57992480156815,674.420075203168,0.0,
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,32,0.6960489014878867,0.0,0.2857142857142857,1143.0000000047362,468.57992480156815,674.420075203168,0.0,
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,40,0.6960489014878867,0.0,0.2857142857142857,1143.0000000047362,468.57992480156815,674.420075203168,0.0,
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,48,0.7973068745570211,0.0,0.17142857142857143,3.4515323932282627e-10,0.0,3.4515323932282627e-10,0.0,
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,56,0.7973068745570211,0.0,0.17142857142857143,3.4515323932282627e-10,0.0,3.4515323932282627e-10,0.0,
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,8,64,0.7973068745570211,0.0,0.17142857142857143,3.4515323932282627e-10,0.0,3.4515323932282627e-10,0.0,
WEN38,benchmark,original,1,60001,1,PR0_HT1_EC1,No-PR,WEN38:i1:nsga2:s60001:r1:PR0_HT1_EC1:2aca52bb3fb1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,9,72,0.7973068745570211,0.0,0.17142857142857143,3.4515323932282627e-10,0.0,3.4515323932282627e-10,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,8,0.31957471619692046,0.0,0.45714285714285713,5392.640603569162,1849.1426611805582,1761.6049382724668,1781.8930041161366,
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,16,0.6377569099923509,0.0,0.34285714285714286,1801.0000000063428,167.0000000025766,957.0000000016535,677.0000000021128,
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,24,0.6960489014876731,0.0,0.2857142857142857,1143.000000007146,0.0,620.0000000021646,523.0000000049813,
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,32,0.6960489014876731,0.0,0.2857142857142857,1143.000000007146,0.0,620.0000000021646,523.0000000049813,
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,40,0.6960489014876731,0.0,0.2857142857142857,1143.000000007146,0.0,620.0000000021646,523.0000000049813,
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,48,0.7973068745570037,0.33313902652480465,0.0,5.411493475548923e-10,0.0,5.411493475548923e-10,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,56,0.7973068745570037,0.33313902652480465,0.0,5.411493475548923e-10,0.0,5.411493475548923e-10,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,8,64,0.7973068745570037,0.33313902652480465,0.0,5.411493475548923e-10,0.0,5.411493475548923e-10,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT0_EC1,No-HT,WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:810cc032fd7d,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,9,72,0.7973068745570037,0.33313902652480465,0.0,5.411493475548923e-10,0.0,5.411493475548923e-10,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,8,0.31819240165674845,0.0,0.45714285714285713,5408.244170098624,1586.4883401931002,2316.7181069963954,1505.0377229091282,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,16,0.6331502480507015,0.0,0.34285714285714286,1853.0000000036807,414.00000000235195,1439.0000000013288,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,24,0.6360737065905168,0.0,0.34285714285714286,1820.0000000062473,414.00000000235195,1406.0000000038954,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,32,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,40,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,48,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,56,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,8,64,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC0,No-EC,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:f2ee064e9de3,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,9,72,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:ceb9ada93d38,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,1,8,0.31819240165674845,0.0,0.45714285714285713,5408.244170098624,1586.4883401931002,2316.7181069963954,1505.0377229091282,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:ceb9ada93d38,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,2,16,0.6331502480507015,0.0,0.34285714285714286,1853.0000000036807,414.00000000235195,1439.0000000013288,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:ceb9ada93d38,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,3,24,0.6360737065905168,0.0,0.34285714285714286,1820.0000000062473,414.00000000235195,1406.0000000038954,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:ceb9ada93d38,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,4,32,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:ceb9ada93d38,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,5,40,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:ceb9ada93d38,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,6,48,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:ceb9ada93d38,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,7,56,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:ceb9ada93d38,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,8,64,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
WEN38,benchmark,original,1,60001,1,PR1_HT1_EC1,Full,WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:ceb9ada93d38,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,9,72,0.7973068745570517,0.4430379746845574,0.0,0.0,0.0,0.0,0.0,
S025,corridor,binding,101,1060000,0,PR0_HT1_EC1,No-PR,S025@corridor@binding:i101:nsga2:s1060000:r0:PR0_HT1_EC1:8353cfdc536a,645b3a3c554829d2bd7eb3bdb04173d87542d672d7bd6ed69c292de4d1047953,1,8,0.05319148936170213,0.0,0.8333333333333334,557.2,,,,557.2
S025,corridor,binding,101,1060000,0,PR0_HT1_EC1,No-PR,S025@corridor@binding:i101:nsga2:s1060000:r0:PR0_HT1_EC1:8353cfdc536a,645b3a3c554829d2bd7eb3bdb04173d87542d672d7bd6ed69c292de4d1047953,2,16,0.10001899696048633,0.0,0.8333333333333334,526.3875,,,,526.3875
S025,corridor,binding,101,1060000,0,PR0_HT1_EC1,No-PR,S025@corridor@binding:i101:nsga2:s1060000:r0:PR0_HT1_EC1:8353cfdc536a,645b3a3c554829d2bd7eb3bdb04173d87542d672d7bd6ed69c292de4d1047953,3,24,0.1400272508122604,0.0,0.6666666666666666,500.0620689655327,,,,500.0620689655327
S025,corridor,binding,101,1060000,0,PR0_HT1_EC1,No-PR,S025@corridor@binding:i101:nsga2:s1060000:r0:PR0_HT1_EC1:8353cfdc536a,645b3a3c554829d2bd7eb3bdb04173d87542d672d7bd6ed69c292de4d1047953,4,32,0.15826252579605396,0.0,0.6666666666666666,488.06325802619654,,,,488.06325802619654
S025,corridor,binding,101,1060000,0,PR0_HT1_EC1,No-PR,S025@corridor@binding:i101:nsga2:s1060000:r0:PR0_HT1_EC1:8353cfdc536a,645b3a3c554829d2bd7eb3bdb04173d87542d672d7bd6ed69c292de4d1047953,5,40,0.21145401515775608,0.0,0.5,453.06325802619654,,,,453.06325802619654
S025,corridor,binding,101,1060000,0,PR0_HT1_EC1,No-PR,S025@corridor@binding:i101:nsga2:s1060000:r0:PR0_HT1_EC1:8353cfdc536a,645b3a3c554829d2bd7eb3bdb04173d87542d672d7bd6ed69c292de4d1047953,6,48,0.25835866261398177,0.0,0.5,422.20000000000005,,,,422.20000000000005
S025,corridor,binding,101,1060000,0,PR0_HT1_EC1,No-PR,S025@corridor@binding:i101:nsga2:s1060000:r0:PR0_HT1_EC1:8353cfdc536a,645b3a3c554829d2bd7eb3bdb04173d87542d672d7bd6ed69c292de4d1047953,7,56,0.26595744680851063,0.0,0.5,417.20000000000005,,,,417.20000000000005
S025,corridor,binding,101,1060000,0,PR0_HT1_EC1,No-PR,S025@corridor@binding:i101:nsga2:s1060000:r0:PR0_HT1_EC1:8353cfdc536a,645b3a3c554829d2bd7eb3bdb04173d87542d672d7bd6ed69c292de4d1047953,8,64,0.2705350276485199,0.0,0.5,414.187951807274,,,,414.187951807274
S025,corridor,binding,101,1060000,0,PR0_HT1_EC1,No-PR,S025@corridor@binding:i101:nsga2:s1060000:r0:PR0_HT1_EC1:8353cfdc536a,645b3a3c554829d2bd7eb3bdb04173d87542d672d7bd6ed69c292de4d1047953,9,72,0.2712519981416009,0.0,0.5,413.71618522282665,,,,413.71618522282665
