size_group,algorithm,runs,instances,hypervolume_mean,hypervolume_sd,hypervolume_median,igd_mean,igd_sd,igd_median,runtime_seconds_mean,runtime_seconds_sd,runtime_seconds_median,evaluations_mean,evaluations_sd,evaluations_median,pareto_size_mean,pareto_size_sd,pareto_size_median,F1_mean,F1_sd,F1_median,F2_mean,F2_sd,F2_median,F3_mean,F3_sd,F3_median,final_total_satisfaction_mean,final_total_satisfaction_sd,final_total_satisfaction_median,final_min_satisfaction_mean,final_min_satisfaction_sd,final_min_satisfaction_median,zero_service_ratio_mean,zero_service_ratio_sd,zero_service_ratio_median
case_study,nsga2,2,1,0.6268298743350713,0.016564458915964086,0.6268298743350713,0.0940609840895861,0.08585441603510367,0.0940609840895861,8.748175479500787,0.14262706167760458,8.748175479500787,500.0,0.0,500.0,22.5,6.363961030678928,22.5,2.6365234600967686,0.011004085866618536,2.6365234600967686,132255.1666666667,24011.224968751594,132255.1666666667,-0.43898008884934825,0.005738717182714472,-0.43898008884934825,0.7973068745570517,0.0,0.7973068745570517,0.43898008884934825,0.005738717182714472,0.43898008884934825,0.0,0.0,0.0
