run_key,case_id,suite,source,size_group,num_nodes,instance_seed,solver_seed,solver_repeat,algorithm,model_version,physical_instance_hash,model_fingerprint,decision_hash,evaluations,max_evaluations,termination_reason,proposals,cache_hits,local_search_evaluations,actual_evaluations,unique_decisions,evaluation_snapshots,operator_swap_two_repairs,operator_insert_repair,operator_rebalance_team,operator_swap_two_dispatches,operator_move_high_demand_priority,runtime_seconds,pareto_size,reference_front_size,quality_precision,quality_effective_dimensions,hypervolume,igd,F1,F2,F3,final_total_satisfaction,final_min_satisfaction,average_reachable_ratio,final_repaired_ratio,zero_service_ratio,remaining_supply,total_delivered,unmet_ratio_hours,time_infeasible_candidates,capacity_blocked_tons,total_vehicle_trips
WEN38:i1:nsga2:s60000:r0:31af3335d21c,WEN38,benchmark,wenchuan,case_study,38,1,60000,0,nsga2,v2,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,0211d5313450418ddc20712d3c36e63ff4b64637bfb9f717eca80fcb394b1e6b,b12291b3eff8fca1,500,500,budget_exhausted,531.0,31.0,0.0,500.0,476.0,500.0,,,,,,8.849028041993733,18,23,v2_service_resolution,3,0.6151170331089072,0.15476922386281897,2.6443045238338136,115276.66666666669,-0.4349222030141391,0.7973068745570517,0.4349222030141391,0.8698412698412699,1.0,0.0,0.0,9000.0,21.15443619067051,2.0,0.0,829.0
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,benchmark,wenchuan,case_study,38,1,60001,1,nsga2,v2,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,0211d5313450418ddc20712d3c36e63ff4b64637bfb9f717eca80fcb394b1e6b,aacc90007cf45364,500,500,budget_exhausted,533.0,33.0,0.0,500.0,485.0,500.0,,,,,,8.647322917007841,27,23,v2_service_resolution,3,0.6385427155612355,0.033352744316353225,2.6287423963597236,149233.6666666667,-0.4430379746845574,0.7973068745570517,0.4430379746845574,0.873015873015873,1.0,0.0,0.0,9000.0,21.02993917087779,0.0,0.0,862.0
