run_key,case_id,size_group,instance_seed,solver_seed,algorithm,point_id,decision_hash,F1,F2,F3,final_total_satisfaction,final_min_satisfaction,crowding_distance,representative
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0007,f49b9520ad8e9d04,2.5875185564348566,139377.1666666667,-0.2847764926555101,0.7973068745570517,0.2847764926555101,0.13545798844675108,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0008,2aa9af2c016c5edb,2.605951037265932,120912.0,-0.27640733712996735,0.7973068745570517,0.27640733712996735,0.4269030847171847,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0009,e061df229fe6cf88,2.6120875416491964,107706.66666666666,-0.15353311136004777,0.7973068745570517,0.15353311136004777,0.6174686600069645,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0010,e6ae7ee2b46a0c4e,2.5754352829199636,144345.6666666667,-0.06267922982624441,0.7973068745570517,0.06267922982624441,0.5602847874017749,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0011,87193ecce38089c2,2.576321179447249,143616.33333333334,-0.06267922982624441,0.7973068745570517,0.06267922982624441,0.43871014536872255,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0012,e17fec6192053e3d,2.46460794757422,125578.5,-0.0,0.7973068745570517,0.0,0.5210967265188093,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0013,8b2ffa4dccdbdf35,2.865346158298019,81636.66666666667,-0.0,0.7973068745569747,0.0,,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0014,d55ec2113cd562c9,2.8362887522026927,85992.66666666667,-0.0,0.7973068745570517,0.0,,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0015,1d4d6d9f25601fe0,2.4907891065604746,97519.66666666667,-0.0,0.7973068745570075,0.0,0.27428772893149056,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0016,2e5ac41dc3e2e4c8,2.4649200773085607,113927.66666666666,-0.0,0.7973068745570171,0.0,0.10702590469349157,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0017,746738a84f30be00,2.4641227704337894,130911.33333333334,-0.0,0.7973068745570517,0.0,0.07163401397606389,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0018,a2fca10043e88480,2.463679822170146,136278.6666666667,-0.0,0.7973068745570517,0.0,0.06898296252288169,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0019,f6c98589ec07e127,2.463702607574656,131319.33333333334,-0.0,0.7973068745570517,0.0,0.0659738315069302,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0020,a9ede19b7d0ed823,2.463111098473618,137647.33333333334,-0.0,0.7973068745570517,0.0,0.030377994913701113,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0021,03f4e7afdac5c284,2.4648866587150406,116372.66666666666,-0.0,0.7973068745570517,0.0,0.08519483618851352,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0022,5ca364720b7007ee,2.4622224676977886,155034.33333333334,-0.0,0.7973068745570517,0.0,0.184403504044395,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0023,1350bc637d0ac81f,2.4658059738356037,107426.0,-0.0,0.7973068745570517,0.0,0.11074424357788999,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0024,de94e6bcba7d4aff,2.4617190621606095,164368.33333333334,-0.0,0.7973068745570517,0.0,,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0025,870ae6c51b8652c7,2.819511038589445,93970.0,-0.0,0.7973068745570282,0.0,0.15654284389832038,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0026,6066f33572ce6fc4,2.4623110573509694,139137.83333333334,-0.0,0.7973068745569837,0.0,0.02311057405778119,False
WEN38:i1:nsga2:s60001:r1:2acec6676b7c,WEN38,case_study,1,60001,nsga2,p0027,1e699834ec4ff0d7,2.664867774172405,95443.66666666667,-0.0,0.7973068745570435,0.0,,False
