run_key,model_group,solution_id,decision_hash,planning_F1,planning_F2,planning_F3,replay_F1,replay_F2,replay_F3,replay_minus_planning_F1,replay_minus_planning_F2,replay_minus_planning_F3
S025:i101:nsga2:s1060000:r0:PR0_HT1_EC1:e75396dd6481,PR0_HT1_EC1,p0002,8da6b1a8ee6fd441,3.823554957782548,3340.925117083308,-0.899999999999722,3.823554957782548,3315.8399446286444,-0.899999999999722,0.0,-25.085172454663734,0.0
S025:i101:nsga2:s1060000:r0:PR1_HT0_EC1:eebdce01c867,PR1_HT0_EC1,p0002,0ac5bb1d066a299b,3.813485706232993,3275.346791307033,-0.8999999999997058,3.813485706232993,3275.346791307033,-0.8999999999997058,0.0,0.0,0.0
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC0:25f3900e8795,PR1_HT1_EC0,p0002,0ac5bb1d066a299b,3.813485706232993,3275.346791307033,-0.8999999999997058,3.813485706232993,3275.346791307033,-0.8999999999997058,0.0,0.0,0.0
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC1:5d2c1b44a903,PR1_HT1_EC1,p0002,0ac5bb1d066a299b,3.813485706232993,3275.346791307033,-0.8999999999997058,3.813485706232993,3275.346791307033,-0.8999999999997058,0.0,0.0,0.0
S025:i101:nsga2:s1060001:r1:PR0_HT1_EC1:b244666b4820,PR0_HT1_EC1,p0005,072ccc6767c1d97a,3.8645925974817033,3219.054435125229,-0.8999999999999472,3.8645925974817033,3219.054435125229,-0.8999999999999472,0.0,0.0,0.0
S025:i101:nsga2:s1060001:r1:PR1_HT0_EC1:b0a20e1314db,PR1_HT0_EC1,p0002,e13edd11ab525066,3.7811120595503427,3410.099316768857,-0.8999999999997752,3.7811120595503427,3410.099316768857,-0.8999999999997752,0.0,0.0,0.0
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC0:483dc0750b46,PR1_HT1_EC0,p0001,3634baee6b3da9ea,3.8204587787682227,3369.5078594810275,-0.8999999999998763,3.8204587787682227,3369.5078594810275,-0.8999999999998763,0.0,0.0,0.0
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC1:76d065918afc,PR1_HT1_EC1,p0001,3634baee6b3da9ea,3.8204587787682227,3369.5078594810275,-0.8999999999998763,3.8204587787682227,3369.5078594810275,-0.8999999999998763,0.0,0.0,0.0
