size_group,algorithm,runs,instances,hypervolume_mean,hypervolume_sd,hypervolume_median,igd_mean,igd_sd,igd_median,runtime_seconds_mean,runtime_seconds_sd,runtime_seconds_median,evaluations_mean,evaluations_sd,evaluations_median,pareto_size_mean,pareto_size_sd,pareto_size_median,F1_mean,F1_sd,F1_median,F2_mean,F2_sd,F2_median,F3_mean,F3_sd,F3_median,final_total_satisfaction_mean,final_total_satisfaction_sd,final_total_satisfaction_median,final_min_satisfaction_mean,final_min_satisfaction_sd,final_min_satisfaction_median,zero_service_ratio_mean,zero_service_ratio_sd,zero_service_ratio_median
small,nsga2,6,2,1.0058467024812592,0.1093379330633178,1.0199679472927243,0.13324752987578573,0.06406176104958415,0.13264373704721502,11.735088486166205,1.95743083147862,11.515970458494849,500.0,0.0,500.0,5.666666666666667,2.160246899469287,5.5,3.7840172793006386,0.02613301878587883,3.788986738944316,3818.664722000924,511.9891659556191,3831.573779505495,-0.899999999999784,9.917095780083682e-14,-0.8999999999997965,0.8999999999997841,9.916831246149333e-14,0.8999999999997966,0.899999999999784,9.917095780083682e-14,0.8999999999997965,0.0,0.0,0.0
small,nsga2_alns,6,2,0.9317013791838757,0.14383351642418082,0.9141604477617913,0.19046136261142518,0.06172443834072621,0.20037804842609244,13.092276381838019,1.1613184833571315,12.891132583506987,500.0,0.0,500.0,3.5,1.6431676725154984,3.0,3.8075783227273305,0.026224420212803214,3.811818930173245,3803.0263002339348,512.6577304548808,3827.5296515202754,-0.8999999999996944,1.0848938974358999e-13,-0.8999999999996997,0.8999999999996945,1.0852774863513903e-13,0.8999999999996997,0.8999999999996944,1.0848938974358999e-13,0.8999999999996997,0.0,0.0,0.0
small,nsga2_ls,6,2,0.8484293099022606,0.17153466752693,0.7899716877230746,0.20655104303956606,0.0830907063261607,0.22292012750285128,12.091977034996185,1.0290441837029325,12.258833437997964,500.0,0.0,500.0,4.333333333333333,1.7511900715418263,4.5,3.788270686444992,0.03113092759572126,3.789994171651717,3913.1763076046786,552.0864163442099,3940.3609646178725,-0.8999999999997798,1.15051850126052e-13,-0.8999999999998064,0.8999999999997871,1.0532480315941651e-13,0.8999999999998065,0.8999999999997798,1.15051850126052e-13,0.8999999999998064,0.0,0.0,0.0
