run_key,model_group,solution_id,decision_hash,planning_F1,planning_F2,planning_F3,replay_F1,replay_F2,replay_F3,replay_minus_planning_F1,replay_minus_planning_F2,replay_minus_planning_F3
S025:i101:nsga2:s1060000:r0:PR0_HT1_EC1:73bdb67f1ad4,PR0_HT1_EC1,p0001,65a963d0b5a1c36a,4.323837164030483,3780.4318118489027,-0.8999999999999966,4.323837164030483,3780.4318118489027,-0.8999999999999966,0.0,0.0,0.0
S025:i101:nsga2:s1060000:r0:PR1_HT0_EC1:17bcc736cf95,PR1_HT0_EC1,p0001,65a963d0b5a1c36a,4.323837164030483,3780.4318118489027,-0.8999999999999966,4.323837164030483,3780.4318118489027,-0.8999999999999966,0.0,0.0,0.0
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC0:bebfe5d44152,PR1_HT1_EC0,p0001,65a963d0b5a1c36a,4.323837164030483,3780.4318118489027,-0.8999999999999966,4.323837164030483,3780.4318118489027,-0.8999999999999966,0.0,0.0,0.0
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC1:d7990b704a32,PR1_HT1_EC1,p0001,65a963d0b5a1c36a,4.323837164030483,3780.4318118489027,-0.8999999999999966,4.323837164030483,3780.4318118489027,-0.8999999999999966,0.0,0.0,0.0
S025:i101:nsga2:s1060001:r1:PR0_HT1_EC1:bccb360a3f32,PR0_HT1_EC1,p0001,ae1eab15f0a50d3b,3.929164510803779,3429.2451426900734,-0.8999999999999948,3.929164510803779,3429.2451426900734,-0.8999999999999948,0.0,0.0,0.0
S025:i101:nsga2:s1060001:r1:PR1_HT0_EC1:23b4980354e4,PR1_HT0_EC1,p0001,ae1eab15f0a50d3b,3.929164510803779,3429.2451426900734,-0.8999999999999948,3.929164510803779,3429.2451426900734,-0.8999999999999948,0.0,0.0,0.0
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC0:ce3f3e39f3a9,PR1_HT1_EC0,p0001,ae1eab15f0a50d3b,3.929164510803779,3429.2451426900734,-0.8999999999999948,3.929164510803779,3429.2451426900734,-0.8999999999999948,0.0,0.0,0.0
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC1:bb4c9160e4ed,PR1_HT1_EC1,p0001,ae1eab15f0a50d3b,3.929164510803779,3429.2451426900734,-0.8999999999999948,3.929164510803779,3429.2451426900734,-0.8999999999999948,0.0,0.0,0.0
