run_key,model_group,case_id,instance_seed,solutions,nonzero_solutions_F1,mean_delta_F1,median_delta_F1,max_abs_delta_F1,max_abs_delta_F1_solution,nonzero_solutions_F2,mean_delta_F2,median_delta_F2,max_abs_delta_F2,max_abs_delta_F2_solution,nonzero_solutions_F3,mean_delta_F3,median_delta_F3,max_abs_delta_F3,max_abs_delta_F3_solution
S025:i101:nsga2:s1060000:r0:PR0_HT1_EC1:73bdb67f1ad4,PR0_HT1_EC1,,101,24,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001
S025:i101:nsga2:s1060000:r0:PR1_HT0_EC1:17bcc736cf95,PR1_HT0_EC1,,101,17,1,0.0014291599847930543,0.0,0.024295719741481925,p0009,1,0.611915195489714,0.0,10.402558323325138,p0009,0,0.0,0.0,0.0,p0001
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC0:bebfe5d44152,PR1_HT1_EC0,,101,15,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC1:d7990b704a32,PR1_HT1_EC1,,101,15,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001
S025:i101:nsga2:s1060001:r1:PR0_HT1_EC1:bccb360a3f32,PR0_HT1_EC1,,101,21,0,0.0,0.0,0.0,p0001,2,-0.6313515424294132,0.0,6.629191195509065,p0011,0,0.0,0.0,0.0,p0001
S025:i101:nsga2:s1060001:r1:PR1_HT0_EC1:23b4980354e4,PR1_HT0_EC1,,101,20,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC0:ce3f3e39f3a9,PR1_HT1_EC0,,101,20,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC1:bb4c9160e4ed,PR1_HT1_EC1,,101,20,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001,0,0.0,0.0,0.0,p0001
