size_group,algorithm,runs,instances,hypervolume_mean,hypervolume_sd,hypervolume_median,igd_mean,igd_sd,igd_median,runtime_seconds_mean,runtime_seconds_sd,runtime_seconds_median,evaluations_mean,evaluations_sd,evaluations_median,pareto_size_mean,pareto_size_sd,pareto_size_median,F1_mean,F1_sd,F1_median,F2_mean,F2_sd,F2_median,F3_mean,F3_sd,F3_median,final_total_satisfaction_mean,final_total_satisfaction_sd,final_total_satisfaction_median,final_min_satisfaction_mean,final_min_satisfaction_sd,final_min_satisfaction_median,zero_service_ratio_mean,zero_service_ratio_sd,zero_service_ratio_median
small,nsga2,1,1,1.0234725438006653,0.0,1.0234725438006653,0.0,0.0,0.0,0.15255616698414087,0.0,0.15255616698414087,12.0,0.0,12.0,4.0,0.0,4.0,4.277081785625552,0.0,4.277081785625552,2148.7073141974283,0.0,2148.7073141974283,-0.8999999999998877,0.0,-0.8999999999998877,0.8999999999998878,0.0,0.8999999999998878,0.8999999999998877,0.0,0.8999999999998877,0.0,0.0,0.0
small,spt,1,1,0.008250100766516598,0.0,0.008250100766516598,1.3369426670218794,0.0,1.3369426670218794,0.013340291014174,0.0,0.013340291014174,1.0,0.0,1.0,1.0,0.0,1.0,4.414560805809472,0.0,4.414560805809472,2257.155029220253,0.0,2257.155029220253,-0.7876712328767124,0.0,-0.7876712328767124,0.8806146572101625,0.0,0.8806146572101625,0.7876712328767124,0.0,0.7876712328767124,0.0,0.0,0.0
