run_key,case_id,size_group,instance_seed,solver_seed,algorithm,point_id,decision_hash,F1,F2,F3,final_total_satisfaction,final_min_satisfaction,crowding_distance,representative
S020:i101:spt:s1060000:r0:7cc0110b9fcd,S020,small,101,1060000,spt,p0001,ee5a91561526043c,4.414560805809472,2257.155029220253,-0.7876712328767124,0.8806146572101625,0.7876712328767124,,True
S020:i101:nsga2:s1060000:r0:7c3a5fa4114d,S020,small,101,1060000,nsga2,p0001,977e8a109583c66a,4.277081785625552,2148.7073141974283,-0.8999999999998877,0.8999999999998878,0.8999999999998877,,True
S020:i101:nsga2:s1060000:r0:7c3a5fa4114d,S020,small,101,1060000,nsga2,p0002,c61add401c7db133,4.047201111836262,2543.0770921963444,-0.8999999999998268,0.8999999999998328,0.8999999999998268,,False
S020:i101:nsga2:s1060000:r0:7c3a5fa4114d,S020,small,101,1060000,nsga2,p0003,6ec539f2b7ff376b,4.047201111836262,2543.0770921963444,-0.8999999999998268,0.8999999999998328,0.8999999999998268,,False
S020:i101:nsga2:s1060000:r0:7c3a5fa4114d,S020,small,101,1060000,nsga2,p0004,0f8baba24772e670,4.098614757471054,2262.044398670551,-0.8999999999997619,0.8999999999997647,0.8999999999997619,,False
