run_key,case_id,suite,source,size_group,num_nodes,instance_seed,solver_seed,solver_repeat,algorithm,model_version,physical_instance_hash,model_fingerprint,decision_hash,evaluations,max_evaluations,termination_reason,proposals,cache_hits,local_search_evaluations,actual_evaluations,unique_decisions,evaluation_snapshots,operator_swap_two_repairs,operator_insert_repair,operator_rebalance_team,operator_swap_two_dispatches,operator_move_high_demand_priority,runtime_seconds,pareto_size,reference_front_size,quality_precision,quality_effective_dimensions,hypervolume,igd,F1,F2,F3,final_total_satisfaction,final_min_satisfaction,average_reachable_ratio,final_repaired_ratio,zero_service_ratio,remaining_supply,total_delivered,unmet_ratio_hours,time_infeasible_candidates,capacity_blocked_tons,total_vehicle_trips
S025@corridor@inactive:i102:nsga2:s1070001:r1:PR1_HT1_EC1:92d9f9fb0c34,S025,benchmark,synthetic,small,25,102,1070001,1,nsga2,v2,2e814cd9fcac3903c94a188170ea145cdf0012758210e24bec0ee8270490ed48,326f76e99f5143fa83843f2e539e46bdb3745f86f7124dfcaa5f774bc9992662,bd0f9cccf9ba143f,500,500,budget_exhausted,528.0,28.0,0.0,500.0,469.0,500.0,,,,,,3.2872654999955557,42,,,,,,4.211523217373897,4285.524384253617,-0.8755301794451508,0.8999999999998395,0.8755301794451508,0.925925925925926,0.25,0.0,1.2255441106390208e-10,686.6999999998775,33.69218573899118,0.0,0.0,84.0
S025@corridor@transition:i101:nsga2:s1060000:r0:PR0_HT1_EC1:e4e07a86b37e,S025,benchmark,synthetic,small,25,101,1060000,0,nsga2,v2,79c24d8b68c20dd6cc4f88b5fd4815d867fd618cb4ef402aacd5d34ea36f9c84,1d86d838a4a4d612e17106477758108c7d9999e1199e17d8d4894ad3f513cdc9,12107015ae80e154,500,500,budget_exhausted,521.0,21.0,0.0,500.0,468.0,500.0,,,,,,4.7146463750104886,11,,,,,,6.947164703648064,1131.8348304109577,-0.0,0.3115501519755889,0.0,0.5555555555555556,0.25,0.5,387.2000000000626,204.9999999999375,55.57731762918451,0.0,1583.234375,18.0
S025@corridor@transition:i101:nsga2:s1060000:r0:PR1_HT0_EC1:0d714d56d220,S025,benchmark,synthetic,small,25,101,1060000,0,nsga2,v2,79c24d8b68c20dd6cc4f88b5fd4815d867fd618cb4ef402aacd5d34ea36f9c84,3e96896500ff8bf21a97283749bbb3686b4c052fd47abb495440ba7da705207a,b3a9e7a7ecd8442b,500,500,budget_exhausted,521.0,21.0,0.0,500.0,465.0,500.0,,,,,,6.1445223330229055,16,,,,,,6.811851414014816,1356.8876780105995,-0.0,0.3404804628848799,0.0,0.8518518518518519,0.25,0.3333333333333333,368.1638554217491,224.03614457825097,54.49481131211853,0.0,3486.198230421749,21.0
S025@corridor@transition:i101:nsga2:s1060000:r0:PR1_HT1_EC0:7d29063592f4,S025,benchmark,synthetic,small,25,101,1060000,0,nsga2,v2,79c24d8b68c20dd6cc4f88b5fd4815d867fd618cb4ef402aacd5d34ea36f9c84,5caedb1af661842f7a2977360003abd2af05e0f067393ddc287122bc3f583c28,1cf0727b6e4aef4b,500,500,budget_exhausted,521.0,21.0,0.0,500.0,469.0,500.0,,,,,,1.5509019999881275,40,,,,,,4.528251717410251,5050.013104580583,-0.8678714859436998,0.8999999999998567,0.8678714859436998,0.8518518518518519,0.25,0.0,9.43387590268685e-11,592.1999999999057,36.22601373928201,0.0,0.0,70.0
S025@corridor@transition:i101:nsga2:s1060000:r0:PR1_HT1_EC1:85955ada0066,S025,benchmark,synthetic,small,25,101,1060000,0,nsga2,v2,79c24d8b68c20dd6cc4f88b5fd4815d867fd618cb4ef402aacd5d34ea36f9c84,db64bc16252937a91353058714bce25ca4f9464710583bced919b7ed97fb3be2,0547a617834a41d6,500,500,budget_exhausted,521.0,21.0,0.0,500.0,471.0,500.0,,,,,,5.499748790985905,13,,,,,,6.811851414014816,1381.5544924120095,-0.0,0.3404804628848799,0.0,0.8518518518518519,0.125,0.3333333333333333,368.1638554217491,224.03614457825097,54.49481131211853,0.0,3486.198230421749,21.0
S025@corridor@transition:i101:nsga2:s1060001:r1:PR0_HT1_EC1:ff8fa5c2dc8c,S025,benchmark,synthetic,small,25,101,1060001,1,nsga2,v2,79c24d8b68c20dd6cc4f88b5fd4815d867fd618cb4ef402aacd5d34ea36f9c84,1d86d838a4a4d612e17106477758108c7d9999e1199e17d8d4894ad3f513cdc9,101258b2a0fcf51e,500,500,budget_exhausted,527.0,27.0,0.0,500.0,468.0,500.0,,,,,,4.724239083006978,11,,,,,,6.947164703648064,1131.8348304109577,-0.0,0.3115501519755889,0.0,0.5555555555555556,0.25,0.5,387.2000000000626,204.9999999999375,55.57731762918451,0.0,1583.234375,18.0
S025@corridor@transition:i101:nsga2:s1060001:r1:PR1_HT0_EC1:7bff5436b0c7,S025,benchmark,synthetic,small,25,101,1060001,1,nsga2,v2,79c24d8b68c20dd6cc4f88b5fd4815d867fd618cb4ef402aacd5d34ea36f9c84,3e96896500ff8bf21a97283749bbb3686b4c052fd47abb495440ba7da705207a,144b581acdad7514,500,500,budget_exhausted,527.0,27.0,0.0,500.0,471.0,500.0,,,,,,6.392520249995869,17,,,,,,6.811851414014816,1381.5544924120095,-0.0,0.3404804628848799,0.0,0.8518518518518519,0.125,0.3333333333333333,368.1638554217491,224.03614457825097,54.49481131211853,0.0,3486.198230421749,21.0
S025@corridor@transition:i101:nsga2:s1060001:r1:PR1_HT1_EC0:fcee649143dd,S025,benchmark,synthetic,small,25,101,1060001,1,nsga2,v2,79c24d8b68c20dd6cc4f88b5fd4815d867fd618cb4ef402aacd5d34ea36f9c84,5caedb1af661842f7a2977360003abd2af05e0f067393ddc287122bc3f583c28,cde6c0b29343e286,500,500,budget_exhausted,527.0,27.0,0.0,500.0,470.0,500.0,,,,,,1.565710416994989,39,,,,,,4.528251717410251,5033.3811674421795,-0.8678714859436998,0.8999999999998567,0.8678714859436998,0.8518518518518519,0.25,0.0,9.43387590268685e-11,592.1999999999057,36.22601373928201,0.0,0.0,70.0
S025@corridor@transition:i101:nsga2:s1060001:r1:PR1_HT1_EC1:5981db62a04a,S025,benchmark,synthetic,small,25,101,1060001,1,nsga2,v2,79c24d8b68c20dd6cc4f88b5fd4815d867fd618cb4ef402aacd5d34ea36f9c84,db64bc16252937a91353058714bce25ca4f9464710583bced919b7ed97fb3be2,90ef2f3fe6865887,500,500,budget_exhausted,527.0,27.0,0.0,500.0,461.0,500.0,,,,,,5.40763733399217,16,,,,,,6.811851414014816,1381.5544924120095,-0.0,0.3404804628848799,0.0,0.8518518518518519,0.25,0.3333333333333333,368.1638554217491,224.03614457825097,54.49481131211853,0.0,3486.198230421749,21.0
S025@corridor@transition:i102:nsga2:s1070000:r0:PR0_HT1_EC1:9d86b7f399ae,S025,benchmark,synthetic,small,25,102,1070000,0,nsga2,v2,99da49bc5facfcdb946cf238748a769dea3acd25be847396ffc15775a1845096,46c2d5b92ef737da2655e149e036f5597cea2534700495447e71edd15f3f7a02,ec28acedbe95bb7e,500,500,budget_exhausted,529.0,29.0,0.0,500.0,464.0,500.0,,,,,,3.100533709017327,11,,,,,,4.721005461811413,3379.002190434665,-0.8755301794452158,0.899999999999826,0.8755301794452158,0.7777777777777778,0.375,0.0,1.3277201560413232e-10,686.6999999998673,37.768043694491304,0.0,0.0,73.0
S025@corridor@transition:i102:nsga2:s1070000:r0:PR1_HT0_EC1:0f8ad9cd5a7c,S025,benchmark,synthetic,small,25,102,1070000,0,nsga2,v2,99da49bc5facfcdb946cf238748a769dea3acd25be847396ffc15775a1845096,507c2d900a3414a5b2df832d411e0a39fad4d57ca595dc445f8b1a1e106c15c2,f8f445298b19c215,500,500,budget_exhausted,529.0,29.0,0.0,500.0,459.0,500.0,,,,,,3.2984996250015683,19,,,,,,3.8955387140397315,3973.8086358110254,-0.8977095516567817,0.8999999999998132,0.8977095516567817,0.925925925925926,0.375,0.0,1.425348727934761e-10,686.6999999998575,31.164309712317852,0.0,534.3866231649063,79.0
S025@corridor@transition:i102:nsga2:s1070000:r0:PR1_HT1_EC0:8fbc426fe68e,S025,benchmark,synthetic,small,25,102,1070000,0,nsga2,v2,99da49bc5facfcdb946cf238748a769dea3acd25be847396ffc15775a1845096,410d2efffc3a27d41ca71ea3d370e053716c51f8a7058356cf4f3fc97a1924b8,0d9d3152bdf41867,500,500,budget_exhausted,529.0,29.0,0.0,500.0,471.0,500.0,,,,,,1.5697238329739776,50,,,,,,4.211523217373897,4285.524384253617,-0.8755301794451508,0.8999999999998395,0.8755301794451508,0.925925925925926,0.375,0.0,1.2255441106390208e-10,686.6999999998775,33.69218573899118,0.0,0.0,84.0
S025@corridor@transition:i102:nsga2:s1070000:r0:PR1_HT1_EC1:53750258a23e,S025,benchmark,synthetic,small,25,102,1070000,0,nsga2,v2,99da49bc5facfcdb946cf238748a769dea3acd25be847396ffc15775a1845096,20d3574204c9ed9e876d9e02c02661de02d337f4f82e2b26129e7b0c783d9749,9c3658b2a0db775f,500,500,budget_exhausted,529.0,29.0,0.0,500.0,470.0,500.0,,,,,,3.1995502499921713,45,,,,,,4.2033467442665,4335.258567662476,-0.8755301794452136,0.89999999999989,0.8755301794452136,0.925925925925926,0.375,0.0,8.404299478570465e-11,686.699999999916,33.626773954132,0.0,0.0,84.0
S025@corridor@transition:i102:nsga2:s1070001:r1:PR0_HT1_EC1:fdeb76700c41,S025,benchmark,synthetic,small,25,102,1070001,1,nsga2,v2,99da49bc5facfcdb946cf238748a769dea3acd25be847396ffc15775a1845096,46c2d5b92ef737da2655e149e036f5597cea2534700495447e71edd15f3f7a02,1ef01e5e00d2b089,500,500,budget_exhausted,528.0,28.0,0.0,500.0,459.0,500.0,,,,,,3.0684459999902174,8,,,,,,4.721005461811413,3379.002190434665,-0.8755301794452158,0.899999999999826,0.8755301794452158,0.7777777777777778,0.375,0.0,1.3277201560413232e-10,686.6999999998673,37.768043694491304,0.0,0.0,73.0
S025@corridor@transition:i102:nsga2:s1070001:r1:PR1_HT0_EC1:55440403c437,S025,benchmark,synthetic,small,25,102,1070001,1,nsga2,v2,99da49bc5facfcdb946cf238748a769dea3acd25be847396ffc15775a1845096,507c2d900a3414a5b2df832d411e0a39fad4d57ca595dc445f8b1a1e106c15c2,2e46223950d8d453,500,500,budget_exhausted,528.0,28.0,0.0,500.0,466.0,500.0,,,,,,3.3519263329799287,20,,,,,,3.956543397614529,4022.9207661031073,-0.8977095516567655,0.8999999999998273,0.8977095516567655,0.925925925925926,0.375,0.0,1.3181278291085619e-10,686.6999999998682,31.65234718091623,0.0,285.0,81.0
S025@corridor@transition:i102:nsga2:s1070001:r1:PR1_HT1_EC0:4fe4758377fe,S025,benchmark,synthetic,small,25,102,1070001,1,nsga2,v2,99da49bc5facfcdb946cf238748a769dea3acd25be847396ffc15775a1845096,410d2efffc3a27d41ca71ea3d370e053716c51f8a7058356cf4f3fc97a1924b8,bd0f9cccf9ba143f,500,500,budget_exhausted,528.0,28.0,0.0,500.0,469.0,500.0,,,,,,1.5481678749783896,42,,,,,,4.211523217373897,4285.524384253617,-0.8755301794451508,0.8999999999998395,0.8755301794451508,0.925925925925926,0.25,0.0,1.2255441106390208e-10,686.6999999998775,33.69218573899118,0.0,0.0,84.0
S025@corridor@transition:i102:nsga2:s1070001:r1:PR1_HT1_EC1:f7b5fefe44d6,S025,benchmark,synthetic,small,25,102,1070001,1,nsga2,v2,99da49bc5facfcdb946cf238748a769dea3acd25be847396ffc15775a1845096,20d3574204c9ed9e876d9e02c02661de02d337f4f82e2b26129e7b0c783d9749,c2a0702cdaeae475,500,500,budget_exhausted,528.0,28.0,0.0,500.0,463.0,500.0,,,,,,3.349179582990473,44,,,,,,4.211523217373897,4285.524384253617,-0.8755301794451508,0.8999999999998395,0.8755301794451508,0.925925925925926,0.375,0.0,1.2255441106390208e-10,686.6999999998775,33.69218573899118,0.0,0.0,84.0
