size_group,algorithm,runs,hypervolume_mean,hypervolume_sd,igd_mean,igd_sd,runtime_seconds_mean,runtime_seconds_sd,evaluations_mean,evaluations_sd,F1_mean,F1_sd,F2_mean,F2_sd,F3_mean,F3_sd
small,nsga2,8,1.000185616750503,0.13722425186596246,0.14264601122592643,0.07430160353141316,16.014005994744366,9.279996079956687,200.0,0.0,3.812319185026799,0.008681649160629341,3469.7707054218417,139.72710493087953,-0.8999999999998348,1.3006205956360703e-13
