scenario,case_id,instance_seed,fleet_multiplier,capacity_scale,supply_multiplier,max_edge_utilization,capacity_reroutes,EC_changed_objective,EC_delta_F1,EC_delta_F2,F1,F2,total_delivered,remaining_supply,unused_vehicle_trips
S025_random_random,S025,2,2.0,0.005,1.5,0.5206473608386801,0,False,0.0,0.0,1.6058978810281137,2751.7241045309484,1204.9999999993147,421.7500000006853,167
S025_random_random,S025,2,2.0,0.002,1.5,0.9939631434192986,8,True,0.0,-84.08339927283441,1.6058978810281137,2835.8075038037828,1204.9999999993147,421.7500000006853,167
S025_random_random,S025,2,2.0,0.001,1.5,0.9939631434192986,26,True,0.012059021022943206,-710.1461236970454,1.5938388600051705,3461.8702282279937,1204.9999999993192,421.75000000068076,167
S025_random_random,S025,2,4.0,0.05,1.5,0.10223620903741355,0,False,0.0,0.0,0.48030509117321707,2635.6155276480586,1204.9999999990011,421.75000000099885,483
S025_random_random,S025,2,4.0,0.01,1.5,0.5111810451870678,0,False,0.0,0.0,0.48030509117321707,2635.6155276480586,1204.9999999990011,421.75000000099885,483
S025_random_random,S025,2,4.0,0.005,1.5,0.9844968277676861,1,True,0.0,-7.252071908146263,0.48030509117321707,2642.867599556205,1204.9999999990011,421.75000000099885,483
S025_random_random,S025,2,4.0,0.002,1.5,0.9960301521671099,14,True,-0.004149377593684389,-701.6110312907467,0.48445446876690146,3337.2265589388053,1204.9999999989525,421.7500000010475,482
S025_random_random,S025,2,4.0,0.001,1.5,0.9939631434192986,34,True,-0.004149377593684389,-2113.5519705849274,0.48445446876690146,4749.167498232986,1204.9999999989525,421.7500000010475,481
S025_random_random,S025,2,0.5,0.05,2.0,0.009466315651612366,0,False,0.0,0.0,7.394122741768264,1758.2440051827925,355.99725867644975,1813.0027413235503,0
S025_random_random,S025,2,0.5,0.01,2.0,0.04733157825806183,0,False,0.0,0.0,7.394122741768264,1758.2440051827925,355.99725867644975,1813.0027413235503,0
S025_random_random,S025,2,0.5,0.005,2.0,0.09466315651612366,0,False,0.0,0.0,7.394122741768264,1758.2440051827925,355.99725867644975,1813.0027413235503,0
S025_random_random,S025,2,0.5,0.002,2.0,0.23665789129030917,0,False,0.0,0.0,7.394122741768264,1758.2440051827925,355.99725867644975,1813.0027413235503,0
S025_random_random,S025,2,0.5,0.001,2.0,0.47331578258061835,0,False,0.0,0.0,7.394122741768264,1758.2440051827925,355.99725867644975,1813.0027413235503,0
S025_random_random,S025,2,1.0,0.05,2.0,0.026505683824514625,0,False,0.0,0.0,4.109115957716627,2970.6459582048724,1161.9999999994902,1007.0000000005098,0
S025_random_random,S025,2,1.0,0.01,2.0,0.13252841912257313,0,False,0.0,0.0,4.109115957716627,2970.6459582048724,1161.9999999994902,1007.0000000005098,0
S025_random_random,S025,2,1.0,0.005,2.0,0.26505683824514625,0,False,0.0,0.0,4.109115957716627,2970.6459582048724,1161.9999999994902,1007.0000000005098,0
S025_random_random,S025,2,1.0,0.002,2.0,0.6626420956128657,0,False,0.0,0.0,4.109115957716627,2970.6459582048724,1161.9999999994902,1007.0000000005098,0
S025_random_random,S025,2,1.0,0.001,2.0,0.9891894255999956,18,True,0.0,-126.6153428467378,4.109115957716627,3097.26130105161,1161.9999999994902,1007.0000000005098,0
S025_random_random,S025,2,2.0,0.05,2.0,0.05206473608386802,0,False,0.0,0.0,1.6058978810281137,2751.7241045309484,1204.9999999993147,964.0000000006853,167
S025_random_random,S025,2,2.0,0.01,2.0,0.26032368041934006,0,False,0.0,0.0,1.6058978810281137,2751.7241045309484,1204.9999999993147,964.0000000006853,167
S025_random_random,S025,2,2.0,0.005,2.0,0.5206473608386801,0,False,0.0,0.0,1.6058978810281137,2751.7241045309484,1204.9999999993147,964.0000000006853,167
S025_random_random,S025,2,2.0,0.002,2.0,0.9939631434192986,8,True,0.0,-84.08339927283441,1.6058978810281137,2835.8075038037828,1204.9999999993147,964.0000000006853,167
S025_random_random,S025,2,2.0,0.001,2.0,0.9939631434192986,26,True,0.012059021022943206,-710.1461236970454,1.5938388600051705,3461.8702282279937,1204.9999999993192,964.0000000006806,167
S025_random_random,S025,2,4.0,0.05,2.0,0.10223620903741355,0,False,0.0,0.0,0.48030509117321707,2635.6155276480586,1204.9999999990011,964.000000000999,483
S025_random_random,S025,2,4.0,0.01,2.0,0.5111810451870678,0,False,0.0,0.0,0.48030509117321707,2635.6155276480586,1204.9999999990011,964.000000000999,483
S025_random_random,S025,2,4.0,0.005,2.0,0.9844968277676861,1,True,0.0,-7.252071908146263,0.48030509117321707,2642.867599556205,1204.9999999990011,964.000000000999,483
S025_random_random,S025,2,4.0,0.002,2.0,0.9960301521671099,14,True,-0.004149377593684389,-701.6110312907467,0.48445446876690146,3337.2265589388053,1204.9999999989525,964.0000000010474,482
S025_random_random,S025,2,4.0,0.001,2.0,0.9939631434192986,34,True,-0.004149377593684389,-2113.5519705849274,0.48445446876690146,4749.167498232986,1204.9999999989525,964.0000000010474,481
S025_random_random,S025,101,0.5,0.05,0.5,0.004827936857979255,0,False,0.0,0.0,7.333760177525699,1906.4599239995505,342.60459069520584,166.79540930479425,0
S025_random_random,S025,101,0.5,0.01,0.5,0.024139684289896275,0,False,0.0,0.0,7.333760177525699,1906.4599239995505,342.60459069520584,166.79540930479425,0
