run_key,solution_id,physical_instance_hash,planning_model,planning_model_fingerprint,execution_model,execution_model_fingerprint,instance_seed,solver_seed,algorithm,decision_hash,planning_F1,planning_F2,planning_F3,replay_F1,replay_F2,replay_F3,replay_minus_planning_F1,replay_minus_planning_F2,replay_minus_planning_F3,replay_final_total_satisfaction,replay_final_min_satisfaction,replay_zero_service_ratio,replay_remaining_supply,representative_selected_before_replay,identity_checked,replay_success,replay_error
S025:i101:nsga2_alns:s1060000:r0:e950c3866ff0,p0001,70d341da6c5174b063c8414b25e59cf56291648185a27cb84cbbd2e07111c3fb,v2,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,saved,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,101,1060000,nsga2_alns,3c74fd89c92538db,3.835411355551848,3160.1239009975943,-0.8999999999998994,3.835411355551848,3160.1239009975943,-0.8999999999998994,0.0,0.0,0.0,0.8999999999998995,0.8999999999998994,0.0,1.1378631370462244e-10,False,True,True,
S025:i101:nsga2_alns:s1060000:r0:e950c3866ff0,p0002,70d341da6c5174b063c8414b25e59cf56291648185a27cb84cbbd2e07111c3fb,v2,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,saved,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,101,1060000,nsga2_alns,381ed6c65489972f,3.8321721947506897,3325.718626269517,-0.8999999999998645,3.8321721947506897,3325.718626269517,-0.8999999999998645,0.0,0.0,0.0,0.8999999999998646,0.8999999999998645,0.0,1.5339196579589043e-10,False,True,True,
S025:i101:nsga2_alns:s1060000:r0:e950c3866ff0,p0003,70d341da6c5174b063c8414b25e59cf56291648185a27cb84cbbd2e07111c3fb,v2,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,saved,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,101,1060000,nsga2_alns,54d8282e154e0bbf,3.7777322938162263,3484.6577570454356,-0.8999999999998143,3.7777322938162263,3484.6577570454356,-0.8999999999998143,0.0,0.0,0.0,0.8999999999998144,0.8999999999998143,0.0,2.1027801722084405e-10,False,True,True,
S025:i101:nsga2_alns:s1060000:r0:e950c3866ff0,p0004,70d341da6c5174b063c8414b25e59cf56291648185a27cb84cbbd2e07111c3fb,v2,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,saved,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,101,1060000,nsga2_alns,b58b5953ba841c4b,3.765897851912105,3535.2312444787335,-0.8999999999998044,3.765897851912105,3535.2312444787335,-0.8999999999998044,0.0,0.0,0.0,0.8999999999998045,0.8999999999998044,0.0,2.2142643274492002e-10,True,True,True,
S025:i101:nsga2_alns:s1060000:r0:e950c3866ff0,p0005,70d341da6c5174b063c8414b25e59cf56291648185a27cb84cbbd2e07111c3fb,v2,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,saved,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,101,1060000,nsga2_alns,7cb9e5192b1b5306,3.799077201282839,3370.7329118881426,-0.8999999999997645,3.799077201282839,3370.7329118881426,-0.8999999999997645,0.0,0.0,0.0,0.8999999999997647,0.8999999999997645,0.0,2.665672127477592e-10,False,True,True,
S025:i101:nsga2_alns:s1060000:r0:e950c3866ff0,p0006,70d341da6c5174b063c8414b25e59cf56291648185a27cb84cbbd2e07111c3fb,v2,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,saved,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,101,1060000,nsga2_alns,fabc74ee261d2535,3.8474108398210145,2986.259491392609,-0.8999999999997318,3.8474108398210145,2986.259491392609,-0.8999999999997318,0.0,0.0,0.0,0.8999999999997319,0.8999999999997318,0.0,3.035864892808604e-10,False,True,True,
S025:i101:nsga2_alns:s1060001:r1:d464791de550,p0001,70d341da6c5174b063c8414b25e59cf56291648185a27cb84cbbd2e07111c3fb,v2,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,saved,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,101,1060001,nsga2_alns,b43c0bd499e0edb5,3.868583408882829,3255.155237794424,-0.8999999999998799,3.868583408882829,3255.155237794424,-0.8999999999998799,0.0,0.0,0.0,0.89999999999988,0.8999999999998799,0.0,1.3598366876976797e-10,False,True,True,
S025:i101:nsga2_alns:s1060001:r1:d464791de550,p0002,70d341da6c5174b063c8414b25e59cf56291648185a27cb84cbbd2e07111c3fb,v2,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,saved,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,101,1060001,nsga2_alns,7ad0f0050eb61c9e,3.907393676122592,3216.302210907184,-0.8999999999997752,3.907393676122592,3216.302210907184,-0.8999999999997752,0.0,0.0,0.0,0.8999999999997753,0.8999999999997752,0.0,2.546158839322743e-10,False,True,True,
S025:i101:nsga2_alns:s1060001:r1:d464791de550,p0003,70d341da6c5174b063c8414b25e59cf56291648185a27cb84cbbd2e07111c3fb,v2,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,saved,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,101,1060001,nsga2_alns,a29a7a6a6024fc68,3.875095270417553,3224.0719270221166,-0.8999999999997752,3.875095270417553,3224.0719270221166,-0.8999999999997752,0.0,0.0,0.0,0.8999999999997753,0.8999999999997752,0.0,2.545732513681287e-10,False,True,True,
S025:i101:nsga2_alns:s1060001:r1:d464791de550,p0004,70d341da6c5174b063c8414b25e59cf56291648185a27cb84cbbd2e07111c3fb,v2,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,saved,524b17826c1e4e04f464f329734649ba87e61d277d265b70370bec99a9b95988,101,1060001,nsga2_alns,f230895a11639f53,3.8128425400883366,3350.881669754187,-0.8999999999997318,3.8128425400883366,3350.881669754187,-0.8999999999997318,0.0,0.0,0.0,0.8999999999997319,0.8999999999997318,0.0,3.036717544091516e-10,True,True,True,
