run_key,case_id,instance_seed,solver_seed,solver_repeat,model_id,physical_instance_hash,scenario_family,zone,planning_model,max_evaluations,evaluation_space,point_index,F1,F2,F3
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,18,2.753476445119917,130581.0,-0.1825652018596884
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,19,2.760123585606329,95758.0,-0.05998356614873046
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,20,2.770584211709588,133797.0,-0.19464977120787808
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,21,2.770960141707414,83459.0,-0.07405908539294614
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,22,2.7719149745048215,131147.0,-0.19464977120787808
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,23,2.7863836731604392,123010.0,-0.2780056800274906
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,24,2.8539686463138514,88622.0,-0.15353311136004777
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,25,2.865358139889053,129575.0,-0.39614674056520016
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,26,2.8870506232157416,119622.0,-0.2780056800265811
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,27,2.8979690852508204,82071.0,-0.0
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,28,2.9072110276029433,99235.0,-0.4480096501820299
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,29,2.9615764559098183,78405.0,-0.0
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,30,2.967097632847925,98853.0,-0.27640733712996735
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,31,2.998901318177646,98448.0,-0.25253185233759723
WEN38:i1:nsga2:s60000:r0:PR0_HT1_EC1:b9f998d6cc5d,WEN38,1,60000,0,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,500,planning,32,3.1478481099446736,96012.0,-0.2798237330835036
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,0,2.4596409945835287,138526.33333333334,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,1,2.461025863688497,123929.33333333333,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,2,2.461828283663606,116382.66666666667,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,3,2.4634850634019214,108097.33333333334,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,4,2.464202792774178,125195.66666666667,-0.45048160039550567
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,5,2.4652372501390794,102928.5,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,6,2.472008781887694,102286.33333333333,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,7,2.4976886485682535,95942.66666666666,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,8,2.518693996515501,109555.0,-0.0026155187479162123
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,9,2.547448447871857,92765.33333333333,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,10,2.551497825546323,123850.83333333334,-0.07405908539294614
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,11,2.561442897805704,113844.16666666667,-0.15353311136004777
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,12,2.6231326297707662,109135.66666666667,-0.15353311136004777
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,13,2.6416468342521444,89036.66666666667,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,14,2.648440651982799,118697.0,-0.2798237330835036
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,15,2.668756300925935,97197.5,-0.15353311136004777
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,16,2.7062297240294635,88780.00000000001,-0.0
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,17,2.769935102309254,118348.16666666667,-0.34591194968743366
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,18,2.782859773640217,97379.50000000001,-0.3385371494669016
WEN38:i1:nsga2:s60000:r0:PR1_HT0_EC1:ed89f90c2cee,WEN38,1,60000,0,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,500,planning,19,2.7847801275321826,119200.33333333333,-0.4140845070432988
