run_key,case_id,instance_seed,solver_seed,solver_repeat,model_id,physical_instance_hash,scenario_family,zone,planning_model,max_evaluations,evaluations,runtime_seconds,termination_reason,reused_from_pilot,saved_decisions,planning_front_size,execution_front_size,planning_hypervolume,planning_igd,execution_hypervolume,execution_igd,representative_decision_hash,representative_planning_F1,representative_planning_F2,representative_planning_F3,representative_execution_F1,representative_execution_F2,representative_execution_F3,execution_min_satisfaction,execution_total_satisfaction,execution_zero_service_ratio,execution_remaining_supply
WEN38:i1:nsga2:s60001:r1:PR1_HT0_EC1:78ea841c0ff5,WEN38,1,60001,1,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,5000,5000,225.99466804100666,budget_exhausted,False,70,70,47,0.8988739626830903,0.13289139680495013,0.9977201617930729,0.1173743358464373,55efd9c51ace02cf,2.468350356064324,122962.16666666667,-0.7973068745568526,2.468350356064324,141294.83333333334,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC0:a68aa1d27e59,WEN38,1,60001,1,PR1_HT1_EC0,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-EC,5000,5000,92.50968899999862,budget_exhausted,False,86,86,86,0.9740435830892972,0.1081976860599693,0.9598472210993552,0.1302292984646126,d6dcb5d07a4e4684,2.465224385903154,127346.66666666667,-0.7973068745568526,2.465224385903154,127346.66666666667,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:23ae88380adf,WEN38,1,60001,1,PR1_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,Full,5000,5000,362.357636834,budget_exhausted,False,86,86,86,0.9740435830892972,0.1081976860599693,0.9598472210993552,0.1302292984646126,d6dcb5d07a4e4684,2.465224385903154,127346.66666666667,-0.7973068745568526,2.465224385903154,127346.66666666667,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60002:r2:PR0_HT1_EC1:808bda2358e2,WEN38,1,60002,2,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,5000,5000,246.91192537499592,budget_exhausted,False,76,76,19,0.9030922553312722,0.08155720018620698,0.6027532286881548,0.2633052110331964,a592bbb2ffb3cc95,3.0255352686481047,93121.0,-0.5210383085623107,2.776598344481108,142051.0,-0.0,0.0,0.7973068745569672,0.17142857142857143,9.522409527562559e-10
WEN38:i1:nsga2:s60002:r2:PR1_HT0_EC1:aa692b75cf5c,WEN38,1,60002,2,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,5000,5000,224.25445566599956,budget_exhausted,False,70,70,35,0.9743650643744035,0.10218776939543597,1.062621093281456,0.08275120382111636,880fc25c3c854d87,2.4611341557331077,122342.66666666667,-0.7973068745568526,2.4629059487876788,129684.0,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC0:33a10700af6f,WEN38,1,60002,2,PR1_HT1_EC0,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-EC,5000,5000,97.99171312499675,budget_exhausted,False,58,58,58,1.1025519137956266,0.045718991263188145,1.0433096314032075,0.09296843266166718,6c31b938521002fd,2.4655579156582474,125778.5,-0.7973068745568526,2.4655579156582474,125778.5,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:fcbd0dabd7d4,WEN38,1,60002,2,PR1_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,Full,5000,5000,374.9093051670061,budget_exhausted,False,58,58,58,1.1025519137956266,0.045718991263188145,1.0433096314032075,0.09296843266166718,6c31b938521002fd,2.4655579156582474,125778.5,-0.7973068745568526,2.4655579156582474,125778.5,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60003:r3:PR0_HT1_EC1:c710c850bf31,WEN38,1,60003,3,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,5000,5000,248.88939566598856,budget_exhausted,False,120,120,28,1.025870549656689,0.03046605046128263,0.8434944707393415,0.16778194523186074,8ef72d9cb0e94eec,2.7836067095798125,107414.0,-0.5304740406327255,2.6016435628755135,101802.0,-0.2573839662463797,0.2573839662463797,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60003:r3:PR1_HT0_EC1:5dd76293d3f3,WEN38,1,60003,3,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,5000,5000,230.67603083400172,budget_exhausted,False,76,76,43,1.0648420288607745,0.07488535021684369,1.1400709343605984,0.06440206102510829,b98c4ba9180fd1a1,2.4615066020477254,145551.0,-0.7973068745568526,2.4615066020477254,155169.5,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC0:81e09eaca11b,WEN38,1,60003,3,PR1_HT1_EC0,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-EC,5000,5000,94.03157158297836,budget_exhausted,False,76,76,76,1.1405054541731543,0.025402824089031537,1.0730925155814663,0.07722420090859823,ad36adc4994e63d3,2.458425273190352,172072.66666666666,-0.7973068745568526,2.458425273190352,172072.66666666666,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:e6fe7a604964,WEN38,1,60003,3,PR1_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,Full,5000,5000,377.98556575001567,budget_exhausted,False,76,76,76,1.1405054541731543,0.025402824089031537,1.0730925155814663,0.07722420090859823,ad36adc4994e63d3,2.458425273190352,172072.66666666666,-0.7973068745568526,2.458425273190352,172072.66666666666,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60004:r4:PR0_HT1_EC1:5cf91a1f9acc,WEN38,1,60004,4,PR0_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-PR,5000,5000,288.6760627499898,budget_exhausted,False,65,65,16,0.986665484402,0.06873075333938228,0.776895424797375,0.18938390622688553,3f5fbc0dee92c076,2.801388378497057,110380.5,-0.5511965476662226,2.624652021303496,133827.5,-0.28410513141625415,0.28410513141625415,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60004:r4:PR1_HT0_EC1:3c278f15c52c,WEN38,1,60004,4,PR1_HT0_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-HT,5000,5000,211.04662845798885,budget_exhausted,False,97,97,55,0.7839545043301273,0.10757298012939119,0.7071279721085235,0.18739671944093686,8ca8f53719afc179,2.4744878390457616,123131.33333333334,-0.7346312387580838,2.4744878390454934,164988.0,-0.0,0.0,0.7973068745570517,0.08571428571428572,0.0
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC0:55d5a07c7ef1,WEN38,1,60004,4,PR1_HT1_EC0,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,No-EC,5000,5000,54.00909541698638,budget_exhausted,False,73,73,73,1.0359101390188155,0.07347087839410114,0.995050779839121,0.10736079332632563,20165467d8264ae5,2.4620452610183623,159261.33333333334,-0.7973068745568526,2.4620452610183623,159261.33333333334,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:412ad82c5ece,WEN38,1,60004,4,PR1_HT1_EC1,cf9bc95d906238978e0c5ab26a1947d4104e026d3bac972323bf05453ec86ca7,benchmark,original,Full,5000,5000,240.36356850000448,budget_exhausted,False,73,73,73,1.0359101390188155,0.07347087839410114,0.995050779839121,0.10736079332632563,20165467d8264ae5,2.4620452610183623,159261.33333333334,-0.7973068745568526,2.4620452610183623,159261.33333333334,-0.7973068745568526,0.7973068745568526,0.7973068745570517,0.0,0.0
