size_group,algorithm,runs,hypervolume_mean,hypervolume_sd,igd_mean,igd_sd,runtime_seconds_mean,runtime_seconds_sd,evaluations_mean,evaluations_sd,F1_mean,F1_sd,F2_mean,F2_sd,F3_mean,F3_sd
small,nsga2,8,0.8660828146892828,0.04868905361104538,0.1511804247365519,0.0389676542105522,3.0761365099933755,1.292885521930682,200.0,0.0,3.818829286381252,0.0227727087609112,3316.8918702325686,64.9749997530494,-0.8999999999997893,9.688948907952248e-14
