run_key,case_id,size_group,instance_seed,solver_seed,algorithm,point_id,decision_hash,F1,F2,F3,final_total_satisfaction,final_min_satisfaction,crowding_distance,representative
S025:i101:nsga2:s1060000:r0:PR0_HT1_EC1:e75396dd6481,S025,small,101,1060000,nsga2,p0001,96ffb55cf6bda997,3.901361148333627,3164.9239794928626,-0.8999999999997206,0.8999999999997206,0.8999999999997206,1.7500378831845702,False
S025:i101:nsga2:s1060000:r0:PR0_HT1_EC1:e75396dd6481,S025,small,101,1060000,nsga2,p0002,8da6b1a8ee6fd441,3.823554957782548,3340.925117083308,-0.899999999999722,0.8999999999997221,0.899999999999722,,True
S025:i101:nsga2:s1060000:r0:PR0_HT1_EC1:e75396dd6481,S025,small,101,1060000,nsga2,p0003,897adff52131433f,3.875996011329024,3333.757154756414,-0.8999999999999213,0.8999999999999214,0.8999999999999213,1.303680169776852,False
S025:i101:nsga2:s1060000:r0:PR0_HT1_EC1:e75396dd6481,S025,small,101,1060000,nsga2,p0004,fb841866bbc24eb1,4.073836376880495,3163.648536709903,-0.8999999999998515,0.8999999999998588,0.8999999999998515,,False
S025:i101:nsga2:s1060000:r0:PR1_HT0_EC1:eebdce01c867,S025,small,101,1060000,nsga2,p0001,ffacec67a3408efd,3.866133365658553,3189.957705160403,-0.8999999999998317,0.8999999999998318,0.8999999999998317,2.0,False
S025:i101:nsga2:s1060000:r0:PR1_HT0_EC1:eebdce01c867,S025,small,101,1060000,nsga2,p0002,0ac5bb1d066a299b,3.813485706232993,3275.346791307033,-0.8999999999997058,0.8999999999997059,0.8999999999997058,,True
S025:i101:nsga2:s1060000:r0:PR1_HT0_EC1:eebdce01c867,S025,small,101,1060000,nsga2,p0003,9ae9106db65af49c,3.893136295147957,3168.110544742396,-0.8999999999996001,0.8999999999996002,0.8999999999996001,,False
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC0:25f3900e8795,S025,small,101,1060000,nsga2,p0001,ffacec67a3408efd,3.866133365658553,3189.957705160403,-0.8999999999998317,0.8999999999998318,0.8999999999998317,2.0,False
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC0:25f3900e8795,S025,small,101,1060000,nsga2,p0002,0ac5bb1d066a299b,3.813485706232993,3275.346791307033,-0.8999999999997058,0.8999999999997059,0.8999999999997058,,True
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC0:25f3900e8795,S025,small,101,1060000,nsga2,p0003,9ae9106db65af49c,3.893136295147957,3168.110544742396,-0.8999999999996001,0.8999999999996002,0.8999999999996001,,False
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC1:5d2c1b44a903,S025,small,101,1060000,nsga2,p0001,ffacec67a3408efd,3.866133365658553,3189.957705160403,-0.8999999999998317,0.8999999999998318,0.8999999999998317,2.0,False
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC1:5d2c1b44a903,S025,small,101,1060000,nsga2,p0002,0ac5bb1d066a299b,3.813485706232993,3275.346791307033,-0.8999999999997058,0.8999999999997059,0.8999999999997058,,True
S025:i101:nsga2:s1060000:r0:PR1_HT1_EC1:5d2c1b44a903,S025,small,101,1060000,nsga2,p0003,9ae9106db65af49c,3.893136295147957,3168.110544742396,-0.8999999999996001,0.8999999999996002,0.8999999999996001,,False
S025:i101:nsga2:s1060001:r1:PR0_HT1_EC1:b244666b4820,S025,small,101,1060001,nsga2,p0001,332184b6548568bb,3.939459347374934,3147.9366843257726,-0.8999999999999758,0.8999999999999759,0.8999999999999758,1.292796447793984,False
S025:i101:nsga2:s1060001:r1:PR0_HT1_EC1:b244666b4820,S025,small,101,1060001,nsga2,p0002,2820e16dd7c779da,3.9205465196719027,3202.629069579181,-0.8999999999998132,0.8999999999998133,0.8999999999998132,0.8362080363984425,False
S025:i101:nsga2:s1060001:r1:PR0_HT1_EC1:b244666b4820,S025,small,101,1060001,nsga2,p0003,812c2bdaffceec03,3.891833577627215,3207.416579321415,-0.8999999999999664,0.8999999999999665,0.8999999999999664,0.4741471907659419,False
S025:i101:nsga2:s1060001:r1:PR0_HT1_EC1:b244666b4820,S025,small,101,1060001,nsga2,p0004,f2136efa1d66cdb0,3.9007609100166274,3202.8142461238326,-0.8999999999999232,0.8999999999999233,0.8999999999999232,0.3053283771173761,False
S025:i101:nsga2:s1060001:r1:PR0_HT1_EC1:b244666b4820,S025,small,101,1060001,nsga2,p0005,072ccc6767c1d97a,3.8645925974817033,3219.054435125229,-0.8999999999999472,0.8999999999999473,0.8999999999999472,,True
S025:i101:nsga2:s1060001:r1:PR0_HT1_EC1:b244666b4820,S025,small,101,1060001,nsga2,p0006,a416e5b353327753,3.97362583384972,3105.0313541942796,-0.8999999999997531,0.8999999999997532,0.8999999999997531,,False
S025:i101:nsga2:s1060001:r1:PR0_HT1_EC1:b244666b4820,S025,small,101,1060001,nsga2,p0007,9a9baa0a7cffe95c,3.9729932873749156,3110.0674062748963,-0.8999999999997531,0.8999999999997532,0.8999999999997531,0.6896447728356155,False
S025:i101:nsga2:s1060001:r1:PR1_HT0_EC1:b0a20e1314db,S025,small,101,1060001,nsga2,p0001,7f31324c132dba5a,3.8805864496295035,3250.7286529201137,-0.8999999999999838,0.8999999999999839,0.8999999999999838,0.9745785285927825,False
S025:i101:nsga2:s1060001:r1:PR1_HT0_EC1:b0a20e1314db,S025,small,101,1060001,nsga2,p0002,e13edd11ab525066,3.7811120595503427,3410.099316768857,-0.8999999999997752,0.8999999999997753,0.8999999999997752,,True
S025:i101:nsga2:s1060001:r1:PR1_HT0_EC1:b0a20e1314db,S025,small,101,1060001,nsga2,p0003,35440ef12f466edf,3.895472566086344,3180.628616325256,-0.8999999999996001,0.8999999999996002,0.8999999999996001,,False
S025:i101:nsga2:s1060001:r1:PR1_HT0_EC1:b0a20e1314db,S025,small,101,1060001,nsga2,p0004,426edb8021eb18be,3.8353888310020237,3358.727567127372,-0.8999999999997752,0.8999999999997753,0.8999999999997752,1.0254214714072174,False
S025:i101:nsga2:s1060001:r1:PR1_HT0_EC1:b0a20e1314db,S025,small,101,1060001,nsga2,p0005,7158a0054accb45d,3.842877275816053,3298.7304699019987,-0.8999999999997766,0.8999999999997768,0.8999999999997766,0.8658641057323853,False
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC0:483dc0750b46,S025,small,101,1060001,nsga2,p0001,3634baee6b3da9ea,3.8204587787682227,3369.5078594810275,-0.8999999999998763,0.8999999999998765,0.8999999999998763,,True
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC0:483dc0750b46,S025,small,101,1060001,nsga2,p0002,e489c23bd6725a12,3.866157442587559,3164.9323493221436,-0.8999999999997345,0.8999999999997346,0.8999999999997345,1.2879747122462963,False
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC0:483dc0750b46,S025,small,101,1060001,nsga2,p0003,35437e06fda1c403,3.9722941219852634,3142.587056972157,-0.8999999999999349,0.8999999999999349,0.8999999999999349,,False
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC0:483dc0750b46,S025,small,101,1060001,nsga2,p0004,7e04b5c812eebac6,3.853216157828294,3325.8219106257247,-0.8999999999997318,0.8999999999997319,0.8999999999997318,1.0645817193624276,False
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC0:483dc0750b46,S025,small,101,1060001,nsga2,p0005,237540f00c7e9887,3.8353888310020237,3360.523813565524,-0.8999999999997752,0.8999999999997753,0.8999999999997752,0.40825906795234757,False
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC0:483dc0750b46,S025,small,101,1060001,nsga2,p0006,dabb5b9e6556f61e,3.931484384658823,3150.5269986381863,-0.8999999999999492,0.8999999999999493,0.8999999999999492,0.7974966433638673,False
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC1:76d065918afc,S025,small,101,1060001,nsga2,p0001,3634baee6b3da9ea,3.8204587787682227,3369.5078594810275,-0.8999999999998763,0.8999999999998765,0.8999999999998763,,True
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC1:76d065918afc,S025,small,101,1060001,nsga2,p0002,e489c23bd6725a12,3.866157442587559,3164.9323493221436,-0.8999999999997345,0.8999999999997346,0.8999999999997345,1.2879747122462963,False
S025:i101:nsga2:s1060001:r1:PR1_HT1_EC1:76d065918afc,S025,small,101,1060001,nsga2,p0003,35437e06fda1c403,3.9722941219852634,3142.587056972157,-0.8999999999999349,0.8999999999999349,0.8999999999999349,,False
