run_key,decision_hash,origin_budget,solver_seed,variant,changed,F1,F2,F3,delta_F1,delta_F2,delta_F3,F1_lower,F1_higher,F2_lower,F2_higher,min_satisfaction_lower,min_satisfaction_higher
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ed30a9d4a9ff,02ba78d345248a7f,2000,60000,supply_x1_5,True,1.105866936646993,172629.33333333334,-0.9999999999993645,-1.361683509172377,36215.666666666686,-0.20269312544251195,True,False,False,True,False,True
WEN38:i1:nsga2:s60000:r0:PR1_HT1_EC1:ed30a9d4a9ff,02ba78d345248a7f,2000,60000,road_capacity_x2,False,2.46755044581937,136413.66666666666,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:742a07617751,f3b8077a89655cbc,2000,60001,baseline,False,2.4686039062516434,129084.33333333333,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:742a07617751,f3b8077a89655cbc,2000,60001,no_ec,False,2.4686039062516434,129084.33333333333,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:742a07617751,f3b8077a89655cbc,2000,60001,fleet_x2,True,2.1048901488310863,108566.33333333334,-0.0,-0.3637137574205571,-20517.999999999985,0.7973068745568526,True,False,True,False,True,False
WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:742a07617751,f3b8077a89655cbc,2000,60001,supply_x1_5,True,1.1113329964529655,175760.0,-0.9999999999993493,-1.357270909798678,46675.66666666667,-0.20269312544249674,True,False,False,True,False,True
WEN38:i1:nsga2:s60001:r1:PR1_HT1_EC1:742a07617751,f3b8077a89655cbc,2000,60001,road_capacity_x2,False,2.4686039062516434,129084.33333333333,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:073244d3b9aa,a0aa5c8182e3090a,2000,60002,baseline,False,2.4657341290705475,153057.33333333334,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:073244d3b9aa,a0aa5c8182e3090a,2000,60002,no_ec,False,2.4657341290705475,153057.33333333334,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:073244d3b9aa,a0aa5c8182e3090a,2000,60002,fleet_x2,True,2.1048901488315397,110703.33333333334,-0.0,-0.36084398023900777,-42354.0,0.7973068745568526,True,False,True,False,True,False
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:073244d3b9aa,a0aa5c8182e3090a,2000,60002,supply_x1_5,True,1.105704556222947,197160.6666666667,-0.9999999999994517,-1.3600295728476004,44103.33333333334,-0.2026931254425991,True,False,False,True,False,True
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:073244d3b9aa,a0aa5c8182e3090a,2000,60002,road_capacity_x2,False,2.4657341290705475,153057.33333333334,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:af1912c5b598,c46d6d255e731b2f,2000,60003,baseline,False,2.4601970662449233,173180.6666666667,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:af1912c5b598,c46d6d255e731b2f,2000,60003,no_ec,False,2.4601970662449233,173180.6666666667,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:af1912c5b598,c46d6d255e731b2f,2000,60003,fleet_x2,True,2.1048901488314007,117542.66666666667,-0.0,-0.3553069174135226,-55638.000000000015,0.7973068745568526,True,False,True,False,True,False
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:af1912c5b598,c46d6d255e731b2f,2000,60003,supply_x1_5,True,1.0987114117806374,194284.33333333334,-0.9999999999993437,-1.361485654464286,21103.666666666657,-0.20269312544249118,True,False,False,True,False,True
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:af1912c5b598,c46d6d255e731b2f,2000,60003,road_capacity_x2,False,2.4601970662449233,173180.6666666667,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:a8804fc163b2,5b79823882cec780,2000,60004,baseline,False,2.4628482903011486,162572.6666666667,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:a8804fc163b2,5b79823882cec780,2000,60004,no_ec,False,2.4628482903011486,162572.6666666667,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:a8804fc163b2,5b79823882cec780,2000,60004,fleet_x2,True,2.1048901488310863,88953.33333333334,-0.0,-0.35795814147006233,-73619.33333333334,0.7973068745568526,True,False,True,False,True,False
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:a8804fc163b2,5b79823882cec780,2000,60004,supply_x1_5,True,1.100912325292466,189186.0,-0.9999999999993742,-1.3619359650086826,26613.333333333314,-0.2026931254425216,True,False,False,True,False,True
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:a8804fc163b2,5b79823882cec780,2000,60004,road_capacity_x2,False,2.4628482903011486,162572.6666666667,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:6bf81821659d,e6d52e53ac7cf9ea,500,60002,baseline,False,2.6545941087045013,152668.3333333333,-0.39582783205878513,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:6bf81821659d,e6d52e53ac7cf9ea,500,60002,no_ec,False,2.6545941087045013,152668.3333333333,-0.39582783205878513,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:6bf81821659d,e6d52e53ac7cf9ea,500,60002,fleet_x2,True,2.458185683913826,134371.6666666667,-0.39582783205878513,-0.19640842479067544,-18296.666666666628,0.0,True,False,True,False,False,False
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:6bf81821659d,e6d52e53ac7cf9ea,500,60002,supply_x1_5,True,1.4510562585863043,223238.66666666666,-0.9999999999990905,-1.203537850118197,70570.33333333334,-0.6041721679403054,True,False,False,True,False,True
WEN38:i1:nsga2:s60002:r2:PR1_HT1_EC1:6bf81821659d,e6d52e53ac7cf9ea,500,60002,road_capacity_x2,False,2.6545941087045013,152668.3333333333,-0.39582783205878513,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:0c451e3d1f0d,18fc8d5b008ab27a,500,60003,baseline,False,2.4690466492686394,155379.5,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:0c451e3d1f0d,18fc8d5b008ab27a,500,60003,no_ec,False,2.4690466492686394,155379.5,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:0c451e3d1f0d,18fc8d5b008ab27a,500,60003,fleet_x2,True,2.1048901488310863,111094.83333333334,-0.0,-0.3641565004375531,-44284.66666666666,0.7973068745568526,True,False,True,False,True,False
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:0c451e3d1f0d,18fc8d5b008ab27a,500,60003,supply_x1_5,True,1.112885042506383,181445.83333333334,-0.9999999999994476,-1.3561616067622564,26066.333333333343,-0.202693125442595,True,False,False,True,False,True
WEN38:i1:nsga2:s60003:r3:PR1_HT1_EC1:0c451e3d1f0d,18fc8d5b008ab27a,500,60003,road_capacity_x2,False,2.4690466492686394,155379.5,-0.7973068745568526,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:f55fe0988612,f10c29e720eddbdc,500,60004,baseline,False,2.692620336102448,134794.6666666667,-0.4453333333340197,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:f55fe0988612,f10c29e720eddbdc,500,60004,no_ec,False,2.692620336102448,134794.6666666667,-0.4453333333340197,0.0,0.0,0.0,False,False,False,False,False,False
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:f55fe0988612,f10c29e720eddbdc,500,60004,fleet_x2,True,2.494861800143309,130098.66666666667,-0.4453333333340197,-0.19775853595913873,-4696.000000000015,0.0,True,False,True,False,False,False
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:f55fe0988612,f10c29e720eddbdc,500,60004,supply_x1_5,True,1.5538926982831176,179901.33333333334,-0.9999999999990905,-1.1387276378193303,45106.66666666666,-0.5546666666650708,True,False,False,True,False,True
WEN38:i1:nsga2:s60004:r4:PR1_HT1_EC1:f55fe0988612,f10c29e720eddbdc,500,60004,road_capacity_x2,False,2.692620336102448,134794.6666666667,-0.4453333333340197,0.0,0.0,0.0,False,False,False,False,False,False
