run_key,case_id,size_group,instance_seed,solver_seed,algorithm,point_id,decision_hash,F1,F2,F3,final_total_satisfaction,final_min_satisfaction,crowding_distance,representative
S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,S025,small,101,1060000,nsga2_alns,p0001,3e648c67f60139cf,3.796265548754718,3255.2124555126506,-0.8999999999998317,0.8999999999998318,0.8999999999998317,0.5465850697679281,False
S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,S025,small,101,1060000,nsga2_alns,p0002,352174b29453b648,3.852882482266363,3037.6543461028964,-0.8999999999998132,0.8999999999998133,0.8999999999998132,,False
S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,S025,small,101,1060000,nsga2_alns,p0003,37c146a665593b53,3.789487344634663,3294.8513050633737,-0.8999999999999773,0.8999999999999773,0.8999999999999773,0.32510973758427153,False
S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,S025,small,101,1060000,nsga2_alns,p0004,4277c70ea192f682,3.79962976612343,3189.0536878896487,-0.8999999999998317,0.8999999999998318,0.8999999999998317,1.073379151954438,False
S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,S025,small,101,1060000,nsga2_alns,p0005,f004bfeb0ef6bd44,3.787971384496303,3308.698174805985,-0.8999999999999773,0.8999999999999773,0.8999999999999773,,True
S025:i101:nsga2_alns:s1060000:r0:ea312f1117d4,S025,small,101,1060000,nsga2_alns,p0006,2b0dc1f4a658a7ec,3.8405568695418766,3149.22320598986,-0.8999999999999435,0.8999999999999436,0.8999999999999435,1.378973328166147,False
S025:i101:nsga2_alns:s1060001:r1:6042496f55c9,S025,small,101,1060001,nsga2_alns,p0001,4bb529504ddde22b,3.792777138995903,3132.5275730429476,-0.8999999999999527,0.8999999999999527,0.8999999999999527,,True
S025:i101:nsga2_alns:s1060002:r2:094a953d55dc,S025,small,101,1060002,nsga2_alns,p0001,e315e9b7a2f04bfe,3.803474235509807,3126.1152562577013,-0.899999999999744,0.8999999999997441,0.899999999999744,,True
S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,S025,small,101,1060000,nsga2_ls,p0001,2e936904a5e41510,3.819479348843992,3524.0256686306425,-0.8999999999997318,0.8999999999997319,0.8999999999997318,1.67288170615975,False
S025:i101:nsga2_ls:s1060000:r0:09278e7b2cfa,S025,small,101,1060000,nsga2_ls,p0002,a7a66674d210ea2b,3.7859999810272447,3561.2401549871156,-0.899999999999957,0.8999999999999571,0.899999999999957,,True
