decision_id,period,damage_id,u,v,progress,allowed_vehicle_count,allowed_vehicle_types,threshold_sensitive_edge
random_6,5,8,22,24,1.0,4,1|2|3|4,False
random_6,5,9,24,30,0.1111111111111111,0,,False
random_6,5,10,26,28,1.0,4,1|2|3|4,False
random_6,5,11,26,34,0.22857142857142856,0,,False
random_6,5,12,28,29,1.0,4,1|2|3|4,False
random_6,5,13,33,34,1.0,4,1|2|3|4,False
random_6,5,14,34,35,1.0,4,1|2|3|4,False
random_6,5,15,36,37,1.0,4,1|2|3|4,False
random_6,6,0,1,17,1.0,4,1|2|3|4,False
random_6,6,1,4,5,1.0,4,1|2|3|4,False
random_6,6,2,11,12,1.0,4,1|2|3|4,False
random_6,6,3,11,18,1.0,4,1|2|3|4,False
random_6,6,4,13,14,0.3333333333333333,1,1,True
random_6,6,5,17,19,1.0,4,1|2|3|4,False
random_6,6,6,17,22,1.0,4,1|2|3|4,False
random_6,6,7,18,25,0.0,0,,False
random_6,6,8,22,24,1.0,4,1|2|3|4,False
random_6,6,9,24,30,1.0,4,1|2|3|4,False
random_6,6,10,26,28,1.0,4,1|2|3|4,False
random_6,6,11,26,34,0.6857142857142857,2,1|2,True
random_6,6,12,28,29,1.0,4,1|2|3|4,False
random_6,6,13,33,34,1.0,4,1|2|3|4,False
random_6,6,14,34,35,1.0,4,1|2|3|4,False
random_6,6,15,36,37,1.0,4,1|2|3|4,False
random_6,7,0,1,17,1.0,4,1|2|3|4,False
random_6,7,1,4,5,1.0,4,1|2|3|4,False
random_6,7,2,11,12,1.0,4,1|2|3|4,False
random_6,7,3,11,18,1.0,4,1|2|3|4,False
random_6,7,4,13,14,1.0,4,1|2|3|4,False
random_6,7,5,17,19,1.0,4,1|2|3|4,False
random_6,7,6,17,22,1.0,4,1|2|3|4,False
random_6,7,7,18,25,0.0,0,,False
random_6,7,8,22,24,1.0,4,1|2|3|4,False
random_6,7,9,24,30,1.0,4,1|2|3|4,False
random_6,7,10,26,28,1.0,4,1|2|3|4,False
random_6,7,11,26,34,1.0,4,1|2|3|4,False
random_6,7,12,28,29,1.0,4,1|2|3|4,False
random_6,7,13,33,34,1.0,4,1|2|3|4,False
random_6,7,14,34,35,1.0,4,1|2|3|4,False
random_6,7,15,36,37,1.0,4,1|2|3|4,False
random_6,8,0,1,17,1.0,4,1|2|3|4,False
random_6,8,1,4,5,1.0,4,1|2|3|4,False
random_6,8,2,11,12,1.0,4,1|2|3|4,False
random_6,8,3,11,18,1.0,4,1|2|3|4,False
random_6,8,4,13,14,1.0,4,1|2|3|4,False
random_6,8,5,17,19,1.0,4,1|2|3|4,False
random_6,8,6,17,22,1.0,4,1|2|3|4,False
random_6,8,7,18,25,1.0,4,1|2|3|4,False
random_6,8,8,22,24,1.0,4,1|2|3|4,False
random_6,8,9,24,30,1.0,4,1|2|3|4,False
random_6,8,10,26,28,1.0,4,1|2|3|4,False
random_6,8,11,26,34,1.0,4,1|2|3|4,False
random_6,8,12,28,29,1.0,4,1|2|3|4,False
random_6,8,13,33,34,1.0,4,1|2|3|4,False
random_6,8,14,34,35,1.0,4,1|2|3|4,False
random_6,8,15,36,37,1.0,4,1|2|3|4,False
random_6,9,0,1,17,1.0,4,1|2|3|4,False
random_6,9,1,4,5,1.0,4,1|2|3|4,False
random_6,9,2,11,12,1.0,4,1|2|3|4,False
random_6,9,3,11,18,1.0,4,1|2|3|4,False
random_6,9,4,13,14,1.0,4,1|2|3|4,False
random_6,9,5,17,19,1.0,4,1|2|3|4,False
random_6,9,6,17,22,1.0,4,1|2|3|4,False
random_6,9,7,18,25,1.0,4,1|2|3|4,False
random_6,9,8,22,24,1.0,4,1|2|3|4,False
random_6,9,9,24,30,1.0,4,1|2|3|4,False
random_6,9,10,26,28,1.0,4,1|2|3|4,False
random_6,9,11,26,34,1.0,4,1|2|3|4,False
random_6,9,12,28,29,1.0,4,1|2|3|4,False
random_6,9,13,33,34,1.0,4,1|2|3|4,False
random_6,9,14,34,35,1.0,4,1|2|3|4,False
random_6,9,15,36,37,1.0,4,1|2|3|4,False
random_7,1,0,1,17,0.0,0,,False
random_7,1,1,4,5,0.0,0,,False
random_7,1,2,11,12,0.0,0,,False
random_7,1,3,11,18,0.0,0,,False
random_7,1,4,13,14,0.0,0,,False
random_7,1,5,17,19,0.0,0,,False
random_7,1,6,17,22,0.0,0,,False
random_7,1,7,18,25,0.0,0,,False
random_7,1,8,22,24,0.0,0,,False
random_7,1,9,24,30,0.0,0,,False
random_7,1,10,26,28,0.0,0,,False
random_7,1,11,26,34,0.0,0,,False
random_7,1,12,28,29,0.0,0,,False
random_7,1,13,33,34,0.0,0,,False
random_7,1,14,34,35,0.0,0,,False
random_7,1,15,36,37,0.0,0,,False
random_7,2,0,1,17,0.0,0,,False
random_7,2,1,4,5,1.0,4,1|2|3|4,False
random_7,2,2,11,12,0.7777777777777778,3,1|2|3,True
random_7,2,3,11,18,0.0,0,,False
random_7,2,4,13,14,0.0,0,,False
random_7,2,5,17,19,0.0,0,,False
random_7,2,6,17,22,1.0,4,1|2|3|4,False
random_7,2,7,18,25,1.0,4,1|2|3|4,False
random_7,2,8,22,24,0.0,0,,False
random_7,2,9,24,30,0.0,0,,False
random_7,2,10,26,28,0.0,0,,False
random_7,2,11,26,34,0.14285714285714285,0,,False
random_7,2,12,28,29,0.0,0,,False
random_7,2,13,33,34,0.6666666666666666,2,1|2,True
random_7,2,14,34,35,0.0,0,,False
random_7,2,15,36,37,1.0,4,1|2|3|4,False
random_7,3,0,1,17,0.0,0,,False
random_7,3,1,4,5,1.0,4,1|2|3|4,False
random_7,3,2,11,12,1.0,4,1|2|3|4,False
random_7,3,3,11,18,0.0,0,,False
random_7,3,4,13,14,0.5833333333333334,2,1|2,True
random_7,3,5,17,19,0.0,0,,False
random_7,3,6,17,22,1.0,4,1|2|3|4,False
random_7,3,7,18,25,1.0,4,1|2|3|4,False
random_7,3,8,22,24,0.0,0,,False
random_7,3,9,24,30,0.0,0,,False
random_7,3,10,26,28,0.0,0,,False
random_7,3,11,26,34,0.6,2,1|2,True
random_7,3,12,28,29,0.0,0,,False
random_7,3,13,33,34,1.0,4,1|2|3|4,False
random_7,3,14,34,35,0.9333333333333333,4,1|2|3|4,False
random_7,3,15,36,37,1.0,4,1|2|3|4,False
random_7,4,0,1,17,0.0,0,,False
random_7,4,1,4,5,1.0,4,1|2|3|4,False
random_7,4,2,11,12,1.0,4,1|2|3|4,False
random_7,4,3,11,18,0.2857142857142857,0,,False
random_7,4,4,13,14,1.0,4,1|2|3|4,False
random_7,4,5,17,19,0.16666666666666666,0,,False
random_7,4,6,17,22,1.0,4,1|2|3|4,False
random_7,4,7,18,25,1.0,4,1|2|3|4,False
random_7,4,8,22,24,0.0,0,,False
random_7,4,9,24,30,0.0,0,,False
random_7,4,10,26,28,0.0,0,,False
random_7,4,11,26,34,1.0,4,1|2|3|4,False
random_7,4,12,28,29,0.0,0,,False
random_7,4,13,33,34,1.0,4,1|2|3|4,False
random_7,4,14,34,35,1.0,4,1|2|3|4,False
random_7,4,15,36,37,1.0,4,1|2|3|4,False
random_7,5,0,1,17,0.0,0,,False
random_7,5,1,4,5,1.0,4,1|2|3|4,False
random_7,5,2,11,12,1.0,4,1|2|3|4,False
random_7,5,3,11,18,1.0,4,1|2|3|4,False
random_7,5,4,13,14,1.0,4,1|2|3|4,False
random_7,5,5,17,19,0.6111111111111112,2,1|2,True
random_7,5,6,17,22,1.0,4,1|2|3|4,False
random_7,5,7,18,25,1.0,4,1|2|3|4,False
random_7,5,8,22,24,0.0,0,,False
random_7,5,9,24,30,0.0,0,,False
random_7,5,10,26,28,0.4583333333333333,1,1,True
random_7,5,11,26,34,1.0,4,1|2|3|4,False
random_7,5,12,28,29,0.0,0,,False
random_7,5,13,33,34,1.0,4,1|2|3|4,False
random_7,5,14,34,35,1.0,4,1|2|3|4,False
random_7,5,15,36,37,1.0,4,1|2|3|4,False
random_7,6,0,1,17,0.0,0,,False
random_7,6,1,4,5,1.0,4,1|2|3|4,False
random_7,6,2,11,12,1.0,4,1|2|3|4,False
random_7,6,3,11,18,1.0,4,1|2|3|4,False
random_7,6,4,13,14,1.0,4,1|2|3|4,False
random_7,6,5,17,19,1.0,4,1|2|3|4,False
random_7,6,6,17,22,1.0,4,1|2|3|4,False
random_7,6,7,18,25,1.0,4,1|2|3|4,False
random_7,6,8,22,24,0.1111111111111111,0,,False
random_7,6,9,24,30,0.2222222222222222,0,,False
random_7,6,10,26,28,1.0,4,1|2|3|4,False
random_7,6,11,26,34,1.0,4,1|2|3|4,False
random_7,6,12,28,29,0.0,0,,False
random_7,6,13,33,34,1.0,4,1|2|3|4,False
random_7,6,14,34,35,1.0,4,1|2|3|4,False
random_7,6,15,36,37,1.0,4,1|2|3|4,False
random_7,7,0,1,17,0.3,1,1,True
random_7,7,1,4,5,1.0,4,1|2|3|4,False
random_7,7,2,11,12,1.0,4,1|2|3|4,False
random_7,7,3,11,18,1.0,4,1|2|3|4,False
random_7,7,4,13,14,1.0,4,1|2|3|4,False
random_7,7,5,17,19,1.0,4,1|2|3|4,False
random_7,7,6,17,22,1.0,4,1|2|3|4,False
random_7,7,7,18,25,1.0,4,1|2|3|4,False
random_7,7,8,22,24,0.7037037037037037,3,1|2|3,True
random_7,7,9,24,30,1.0,4,1|2|3|4,False
random_7,7,10,26,28,1.0,4,1|2|3|4,False
random_7,7,11,26,34,1.0,4,1|2|3|4,False
random_7,7,12,28,29,0.0,0,,False
random_7,7,13,33,34,1.0,4,1|2|3|4,False
random_7,7,14,34,35,1.0,4,1|2|3|4,False
random_7,7,15,36,37,1.0,4,1|2|3|4,False
random_7,8,0,1,17,0.8333333333333334,4,1|2|3|4,False
random_7,8,1,4,5,1.0,4,1|2|3|4,False
random_7,8,2,11,12,1.0,4,1|2|3|4,False
random_7,8,3,11,18,1.0,4,1|2|3|4,False
random_7,8,4,13,14,1.0,4,1|2|3|4,False
random_7,8,5,17,19,1.0,4,1|2|3|4,False
random_7,8,6,17,22,1.0,4,1|2|3|4,False
random_7,8,7,18,25,1.0,4,1|2|3|4,False
random_7,8,8,22,24,1.0,4,1|2|3|4,False
random_7,8,9,24,30,1.0,4,1|2|3|4,False
random_7,8,10,26,28,1.0,4,1|2|3|4,False
random_7,8,11,26,34,1.0,4,1|2|3|4,False
random_7,8,12,28,29,0.0,0,,False
random_7,8,13,33,34,1.0,4,1|2|3|4,False
random_7,8,14,34,35,1.0,4,1|2|3|4,False
random_7,8,15,36,37,1.0,4,1|2|3|4,False
random_7,9,0,1,17,1.0,4,1|2|3|4,False
random_7,9,1,4,5,1.0,4,1|2|3|4,False
random_7,9,2,11,12,1.0,4,1|2|3|4,False
random_7,9,3,11,18,1.0,4,1|2|3|4,False
random_7,9,4,13,14,1.0,4,1|2|3|4,False
random_7,9,5,17,19,1.0,4,1|2|3|4,False
random_7,9,6,17,22,1.0,4,1|2|3|4,False
random_7,9,7,18,25,1.0,4,1|2|3|4,False
random_7,9,8,22,24,1.0,4,1|2|3|4,False
random_7,9,9,24,30,1.0,4,1|2|3|4,False
random_7,9,10,26,28,1.0,4,1|2|3|4,False
random_7,9,11,26,34,1.0,4,1|2|3|4,False
random_7,9,12,28,29,0.9166666666666666,4,1|2|3|4,False
random_7,9,13,33,34,1.0,4,1|2|3|4,False
random_7,9,14,34,35,1.0,4,1|2|3|4,False
random_7,9,15,36,37,1.0,4,1|2|3|4,False
random_8,1,0,1,17,0.0,0,,False
random_8,1,1,4,5,0.0,0,,False
random_8,1,2,11,12,0.0,0,,False
random_8,1,3,11,18,0.0,0,,False
random_8,1,4,13,14,0.0,0,,False
random_8,1,5,17,19,0.0,0,,False
random_8,1,6,17,22,0.0,0,,False
random_8,1,7,18,25,0.0,0,,False
random_8,1,8,22,24,0.0,0,,False
random_8,1,9,24,30,0.0,0,,False
random_8,1,10,26,28,0.0,0,,False
random_8,1,11,26,34,0.0,0,,False
random_8,1,12,28,29,0.0,0,,False
random_8,1,13,33,34,0.0,0,,False
random_8,1,14,34,35,0.0,0,,False
random_8,1,15,36,37,0.0,0,,False
random_8,2,0,1,17,0.0,0,,False
random_8,2,1,4,5,0.0,0,,False
random_8,2,2,11,12,0.0,0,,False
random_8,2,3,11,18,1.0,4,1|2|3|4,False
random_8,2,4,13,14,0.0,0,,False
random_8,2,5,17,19,0.4444444444444444,1,1,True
random_8,2,6,17,22,0.5,2,1|2,True
random_8,2,7,18,25,1.0,4,1|2|3|4,False
random_8,2,8,22,24,0.25925925925925924,0,,False
random_8,2,9,24,30,0.0,0,,False
random_8,2,10,26,28,0.0,0,,False
random_8,2,11,26,34,0.0,0,,False
random_8,2,12,28,29,0.0,0,,False
random_8,2,13,33,34,1.0,4,1|2|3|4,False
random_8,2,14,34,35,0.0,0,,False
random_8,2,15,36,37,0.0,0,,False
random_8,3,0,1,17,0.0,0,,False
random_8,3,1,4,5,1.0,4,1|2|3|4,False
random_8,3,2,11,12,0.0,0,,False
random_8,3,3,11,18,1.0,4,1|2|3|4,False
random_8,3,4,13,14,0.0,0,,False
random_8,3,5,17,19,0.8888888888888888,4,1|2|3|4,False
random_8,3,6,17,22,1.0,4,1|2|3|4,False
random_8,3,7,18,25,1.0,4,1|2|3|4,False
random_8,3,8,22,24,0.8518518518518519,4,1|2|3|4,False
random_8,3,9,24,30,0.0,0,,False
random_8,3,10,26,28,0.0,0,,False
random_8,3,11,26,34,0.0,0,,False
random_8,3,12,28,29,0.0,0,,False
random_8,3,13,33,34,1.0,4,1|2|3|4,False
random_8,3,14,34,35,0.0,0,,False
random_8,3,15,36,37,0.6363636363636364,2,1|2,True
random_8,4,0,1,17,0.0,0,,False
random_8,4,1,4,5,1.0,4,1|2|3|4,False
random_8,4,2,11,12,0.0,0,,False
random_8,4,3,11,18,1.0,4,1|2|3|4,False
random_8,4,4,13,14,0.0,0,,False
random_8,4,5,17,19,1.0,4,1|2|3|4,False
random_8,4,6,17,22,1.0,4,1|2|3|4,False
random_8,4,7,18,25,1.0,4,1|2|3|4,False
random_8,4,8,22,24,1.0,4,1|2|3|4,False
random_8,4,9,24,30,0.0,0,,False
random_8,4,10,26,28,0.5,2,1|2,True
random_8,4,11,26,34,0.34285714285714286,1,1,True
random_8,4,12,28,29,0.0,0,,False
random_8,4,13,33,34,1.0,4,1|2|3|4,False
random_8,4,14,34,35,0.0,0,,False
random_8,4,15,36,37,1.0,4,1|2|3|4,False
random_8,5,0,1,17,0.0,0,,False
random_8,5,1,4,5,1.0,4,1|2|3|4,False
random_8,5,2,11,12,0.0,0,,False
random_8,5,3,11,18,1.0,4,1|2|3|4,False
random_8,5,4,13,14,0.16666666666666666,0,,False
random_8,5,5,17,19,1.0,4,1|2|3|4,False
random_8,5,6,17,22,1.0,4,1|2|3|4,False
random_8,5,7,18,25,1.0,4,1|2|3|4,False
random_8,5,8,22,24,1.0,4,1|2|3|4,False
random_8,5,9,24,30,0.0,0,,False
random_8,5,10,26,28,1.0,4,1|2|3|4,False
random_8,5,11,26,34,0.8,4,1|2|3|4,False
random_8,5,12,28,29,0.0,0,,False
random_8,5,13,33,34,1.0,4,1|2|3|4,False
random_8,5,14,34,35,0.0,0,,False
random_8,5,15,36,37,1.0,4,1|2|3|4,False
random_8,6,0,1,17,0.0,0,,False
random_8,6,1,4,5,1.0,4,1|2|3|4,False
random_8,6,2,11,12,0.0,0,,False
random_8,6,3,11,18,1.0,4,1|2|3|4,False
random_8,6,4,13,14,0.8333333333333334,4,1|2|3|4,False
random_8,6,5,17,19,1.0,4,1|2|3|4,False
random_8,6,6,17,22,1.0,4,1|2|3|4,False
random_8,6,7,18,25,1.0,4,1|2|3|4,False
random_8,6,8,22,24,1.0,4,1|2|3|4,False
random_8,6,9,24,30,0.0,0,,False
random_8,6,10,26,28,1.0,4,1|2|3|4,False
random_8,6,11,26,34,1.0,4,1|2|3|4,False
random_8,6,12,28,29,0.75,3,1|2|3,True
random_8,6,13,33,34,1.0,4,1|2|3|4,False
random_8,6,14,34,35,0.0,0,,False
random_8,6,15,36,37,1.0,4,1|2|3|4,False
random_8,7,0,1,17,0.4,1,1,True
random_8,7,1,4,5,1.0,4,1|2|3|4,False
random_8,7,2,11,12,0.0,0,,False
random_8,7,3,11,18,1.0,4,1|2|3|4,False
random_8,7,4,13,14,1.0,4,1|2|3|4,False
random_8,7,5,17,19,1.0,4,1|2|3|4,False
random_8,7,6,17,22,1.0,4,1|2|3|4,False
random_8,7,7,18,25,1.0,4,1|2|3|4,False
random_8,7,8,22,24,1.0,4,1|2|3|4,False
random_8,7,9,24,30,0.0,0,,False
random_8,7,10,26,28,1.0,4,1|2|3|4,False
random_8,7,11,26,34,1.0,4,1|2|3|4,False
random_8,7,12,28,29,1.0,4,1|2|3|4,False
random_8,7,13,33,34,1.0,4,1|2|3|4,False
random_8,7,14,34,35,0.8666666666666667,4,1|2|3|4,False
random_8,7,15,36,37,1.0,4,1|2|3|4,False
random_8,8,0,1,17,0.9333333333333333,4,1|2|3|4,False
random_8,8,1,4,5,1.0,4,1|2|3|4,False
random_8,8,2,11,12,1.0,4,1|2|3|4,False
random_8,8,3,11,18,1.0,4,1|2|3|4,False
random_8,8,4,13,14,1.0,4,1|2|3|4,False
random_8,8,5,17,19,1.0,4,1|2|3|4,False
random_8,8,6,17,22,1.0,4,1|2|3|4,False
random_8,8,7,18,25,1.0,4,1|2|3|4,False
random_8,8,8,22,24,1.0,4,1|2|3|4,False
random_8,8,9,24,30,0.0,0,,False
random_8,8,10,26,28,1.0,4,1|2|3|4,False
random_8,8,11,26,34,1.0,4,1|2|3|4,False
random_8,8,12,28,29,1.0,4,1|2|3|4,False
random_8,8,13,33,34,1.0,4,1|2|3|4,False
random_8,8,14,34,35,1.0,4,1|2|3|4,False
random_8,8,15,36,37,1.0,4,1|2|3|4,False
random_8,9,0,1,17,1.0,4,1|2|3|4,False
random_8,9,1,4,5,1.0,4,1|2|3|4,False
random_8,9,2,11,12,1.0,4,1|2|3|4,False
random_8,9,3,11,18,1.0,4,1|2|3|4,False
random_8,9,4,13,14,1.0,4,1|2|3|4,False
random_8,9,5,17,19,1.0,4,1|2|3|4,False
random_8,9,6,17,22,1.0,4,1|2|3|4,False
random_8,9,7,18,25,1.0,4,1|2|3|4,False
random_8,9,8,22,24,1.0,4,1|2|3|4,False
random_8,9,9,24,30,1.0,4,1|2|3|4,False
random_8,9,10,26,28,1.0,4,1|2|3|4,False
random_8,9,11,26,34,1.0,4,1|2|3|4,False
random_8,9,12,28,29,1.0,4,1|2|3|4,False
random_8,9,13,33,34,1.0,4,1|2|3|4,False
random_8,9,14,34,35,1.0,4,1|2|3|4,False
random_8,9,15,36,37,1.0,4,1|2|3|4,False
random_9,1,0,1,17,0.0,0,,False
random_9,1,1,4,5,0.0,0,,False
random_9,1,2,11,12,0.0,0,,False
random_9,1,3,11,18,0.0,0,,False
random_9,1,4,13,14,0.0,0,,False
random_9,1,5,17,19,0.0,0,,False
random_9,1,6,17,22,0.0,0,,False
random_9,1,7,18,25,0.0,0,,False
random_9,1,8,22,24,0.0,0,,False
random_9,1,9,24,30,0.0,0,,False
random_9,1,10,26,28,0.0,0,,False
random_9,1,11,26,34,0.0,0,,False
random_9,1,12,28,29,0.0,0,,False
random_9,1,13,33,34,0.0,0,,False
random_9,1,14,34,35,0.0,0,,False
random_9,1,15,36,37,0.0,0,,False
random_9,2,0,1,17,0.0,0,,False
random_9,2,1,4,5,0.8333333333333334,4,1|2|3|4,False
random_9,2,2,11,12,1.0,4,1|2|3|4,False
random_9,2,3,11,18,1.0,4,1|2|3|4,False
random_9,2,4,13,14,0.0,0,,False
random_9,2,5,17,19,0.0,0,,False
random_9,2,6,17,22,0.0,0,,False
random_9,2,7,18,25,0.0,0,,False
random_9,2,8,22,24,0.0,0,,False
random_9,2,9,24,30,0.7777777777777778,3,1|2|3,True
random_9,2,10,26,28,0.375,1,1,True
random_9,2,11,26,34,0.0,0,,False
random_9,2,12,28,29,0.0,0,,False
random_9,2,13,33,34,0.0,0,,False
random_9,2,14,34,35,0.0,0,,False
random_9,2,15,36,37,1.0,4,1|2|3|4,False
random_9,3,0,1,17,0.0,0,,False
random_9,3,1,4,5,1.0,4,1|2|3|4,False
random_9,3,2,11,12,1.0,4,1|2|3|4,False
random_9,3,3,11,18,1.0,4,1|2|3|4,False
random_9,3,4,13,14,0.0,0,,False
random_9,3,5,17,19,0.0,0,,False
random_9,3,6,17,22,1.0,4,1|2|3|4,False
random_9,3,7,18,25,0.0,0,,False
random_9,3,8,22,24,0.5555555555555556,2,1|2,True
random_9,3,9,24,30,1.0,4,1|2|3|4,False
random_9,3,10,26,28,1.0,4,1|2|3|4,False
random_9,3,11,26,34,0.22857142857142856,0,,False
random_9,3,12,28,29,0.0,0,,False
random_9,3,13,33,34,0.0,0,,False
random_9,3,14,34,35,0.06666666666666667,0,,False
random_9,3,15,36,37,1.0,4,1|2|3|4,False
random_9,4,0,1,17,0.13333333333333333,0,,False
random_9,4,1,4,5,1.0,4,1|2|3|4,False
random_9,4,2,11,12,1.0,4,1|2|3|4,False
random_9,4,3,11,18,1.0,4,1|2|3|4,False
random_9,4,4,13,14,0.08333333333333333,0,,False
random_9,4,5,17,19,0.0,0,,False
random_9,4,6,17,22,1.0,4,1|2|3|4,False
random_9,4,7,18,25,0.0,0,,False
random_9,4,8,22,24,1.0,4,1|2|3|4,False
random_9,4,9,24,30,1.0,4,1|2|3|4,False
random_9,4,10,26,28,1.0,4,1|2|3|4,False
random_9,4,11,26,34,0.6857142857142857,2,1|2,True
random_9,4,12,28,29,0.0,0,,False
random_9,4,13,33,34,0.0,0,,False
random_9,4,14,34,35,1.0,4,1|2|3|4,False
random_9,4,15,36,37,1.0,4,1|2|3|4,False
random_9,5,0,1,17,0.6666666666666666,2,1|2,True
random_9,5,1,4,5,1.0,4,1|2|3|4,False
random_9,5,2,11,12,1.0,4,1|2|3|4,False
random_9,5,3,11,18,1.0,4,1|2|3|4,False
random_9,5,4,13,14,0.75,3,1|2|3,True
random_9,5,5,17,19,0.0,0,,False
random_9,5,6,17,22,1.0,4,1|2|3|4,False
random_9,5,7,18,25,0.0,0,,False
random_9,5,8,22,24,1.0,4,1|2|3|4,False
random_9,5,9,24,30,1.0,4,1|2|3|4,False
random_9,5,10,26,28,1.0,4,1|2|3|4,False
random_9,5,11,26,34,1.0,4,1|2|3|4,False
random_9,5,12,28,29,0.0,0,,False
random_9,5,13,33,34,0.8333333333333334,4,1|2|3|4,False
random_9,5,14,34,35,1.0,4,1|2|3|4,False
random_9,5,15,36,37,1.0,4,1|2|3|4,False
random_9,6,0,1,17,1.0,4,1|2|3|4,False
random_9,6,1,4,5,1.0,4,1|2|3|4,False
random_9,6,2,11,12,1.0,4,1|2|3|4,False
random_9,6,3,11,18,1.0,4,1|2|3|4,False
random_9,6,4,13,14,1.0,4,1|2|3|4,False
random_9,6,5,17,19,0.4166666666666667,1,1,True
random_9,6,6,17,22,1.0,4,1|2|3|4,False
random_9,6,7,18,25,0.0,0,,False
random_9,6,8,22,24,1.0,4,1|2|3|4,False
random_9,6,9,24,30,1.0,4,1|2|3|4,False
random_9,6,10,26,28,1.0,4,1|2|3|4,False
random_9,6,11,26,34,1.0,4,1|2|3|4,False
random_9,6,12,28,29,0.0,0,,False
random_9,6,13,33,34,1.0,4,1|2|3|4,False
random_9,6,14,34,35,1.0,4,1|2|3|4,False
random_9,6,15,36,37,1.0,4,1|2|3|4,False
random_9,7,0,1,17,1.0,4,1|2|3|4,False
random_9,7,1,4,5,1.0,4,1|2|3|4,False
random_9,7,2,11,12,1.0,4,1|2|3|4,False
random_9,7,3,11,18,1.0,4,1|2|3|4,False
random_9,7,4,13,14,1.0,4,1|2|3|4,False
random_9,7,5,17,19,0.8611111111111112,4,1|2|3|4,False
random_9,7,6,17,22,1.0,4,1|2|3|4,False
random_9,7,7,18,25,0.0,0,,False
random_9,7,8,22,24,1.0,4,1|2|3|4,False
random_9,7,9,24,30,1.0,4,1|2|3|4,False
random_9,7,10,26,28,1.0,4,1|2|3|4,False
random_9,7,11,26,34,1.0,4,1|2|3|4,False
random_9,7,12,28,29,0.0,0,,False
random_9,7,13,33,34,1.0,4,1|2|3|4,False
random_9,7,14,34,35,1.0,4,1|2|3|4,False
random_9,7,15,36,37,1.0,4,1|2|3|4,False
random_9,8,0,1,17,1.0,4,1|2|3|4,False
random_9,8,1,4,5,1.0,4,1|2|3|4,False
random_9,8,2,11,12,1.0,4,1|2|3|4,False
random_9,8,3,11,18,1.0,4,1|2|3|4,False
random_9,8,4,13,14,1.0,4,1|2|3|4,False
random_9,8,5,17,19,1.0,4,1|2|3|4,False
random_9,8,6,17,22,1.0,4,1|2|3|4,False
random_9,8,7,18,25,1.0,4,1|2|3|4,False
random_9,8,8,22,24,1.0,4,1|2|3|4,False
random_9,8,9,24,30,1.0,4,1|2|3|4,False
random_9,8,10,26,28,1.0,4,1|2|3|4,False
random_9,8,11,26,34,1.0,4,1|2|3|4,False
random_9,8,12,28,29,0.16666666666666666,0,,False
random_9,8,13,33,34,1.0,4,1|2|3|4,False
random_9,8,14,34,35,1.0,4,1|2|3|4,False
random_9,8,15,36,37,1.0,4,1|2|3|4,False
random_9,9,0,1,17,1.0,4,1|2|3|4,False
random_9,9,1,4,5,1.0,4,1|2|3|4,False
random_9,9,2,11,12,1.0,4,1|2|3|4,False
random_9,9,3,11,18,1.0,4,1|2|3|4,False
random_9,9,4,13,14,1.0,4,1|2|3|4,False
random_9,9,5,17,19,1.0,4,1|2|3|4,False
random_9,9,6,17,22,1.0,4,1|2|3|4,False
random_9,9,7,18,25,1.0,4,1|2|3|4,False
random_9,9,8,22,24,1.0,4,1|2|3|4,False
random_9,9,9,24,30,1.0,4,1|2|3|4,False
random_9,9,10,26,28,1.0,4,1|2|3|4,False
random_9,9,11,26,34,1.0,4,1|2|3|4,False
random_9,9,12,28,29,1.0,4,1|2|3|4,False
random_9,9,13,33,34,1.0,4,1|2|3|4,False
random_9,9,14,34,35,1.0,4,1|2|3|4,False
random_9,9,15,36,37,1.0,4,1|2|3|4,False
random_10,1,0,1,17,0.0,0,,False
random_10,1,1,4,5,0.0,0,,False
random_10,1,2,11,12,0.0,0,,False
random_10,1,3,11,18,0.0,0,,False
random_10,1,4,13,14,0.0,0,,False
random_10,1,5,17,19,0.0,0,,False
random_10,1,6,17,22,0.0,0,,False
random_10,1,7,18,25,0.0,0,,False
random_10,1,8,22,24,0.0,0,,False
random_10,1,9,24,30,0.0,0,,False
random_10,1,10,26,28,0.0,0,,False
random_10,1,11,26,34,0.0,0,,False
random_10,1,12,28,29,0.0,0,,False
random_10,1,13,33,34,0.0,0,,False
random_10,1,14,34,35,0.0,0,,False
random_10,1,15,36,37,0.0,0,,False
random_10,2,0,1,17,0.0,0,,False
random_10,2,1,4,5,1.0,4,1|2|3|4,False
random_10,2,2,11,12,0.0,0,,False
random_10,2,3,11,18,0.0,0,,False
random_10,2,4,13,14,0.0,0,,False
random_10,2,5,17,19,0.4444444444444444,1,1,True
random_10,2,6,17,22,1.0,4,1|2|3|4,False
random_10,2,7,18,25,0.0,0,,False
random_10,2,8,22,24,0.5925925925925926,2,1|2,True
random_10,2,9,24,30,0.4444444444444444,1,1,True
random_10,2,10,26,28,0.0,0,,False
random_10,2,11,26,34,0.0,0,,False
random_10,2,12,28,29,0.0,0,,False
random_10,2,13,33,34,0.0,0,,False
random_10,2,14,34,35,0.0,0,,False
random_10,2,15,36,37,0.0,0,,False
random_10,3,0,1,17,0.0,0,,False
random_10,3,1,4,5,1.0,4,1|2|3|4,False
random_10,3,2,11,12,1.0,4,1|2|3|4,False
random_10,3,3,11,18,0.2857142857142857,0,,False
