decision_id,period,damage_id,u,v,progress,allowed_vehicle_count,allowed_vehicle_types,threshold_sensitive_edge
random_2,7,8,22,24,1.0,4,1|2|3|4,False
random_2,7,9,24,30,1.0,4,1|2|3|4,False
random_2,7,10,26,28,1.0,4,1|2|3|4,False
random_2,7,11,26,34,1.0,4,1|2|3|4,False
random_2,7,12,28,29,1.0,4,1|2|3|4,False
random_2,7,13,33,34,1.0,4,1|2|3|4,False
random_2,7,14,34,35,1.0,4,1|2|3|4,False
random_2,7,15,36,37,1.0,4,1|2|3|4,False
random_2,8,0,1,17,0.7666666666666667,3,1|2|3,True
random_2,8,1,4,5,1.0,4,1|2|3|4,False
random_2,8,2,11,12,1.0,4,1|2|3|4,False
random_2,8,3,11,18,1.0,4,1|2|3|4,False
random_2,8,4,13,14,1.0,4,1|2|3|4,False
random_2,8,5,17,19,1.0,4,1|2|3|4,False
random_2,8,6,17,22,1.0,4,1|2|3|4,False
random_2,8,7,18,25,1.0,4,1|2|3|4,False
random_2,8,8,22,24,1.0,4,1|2|3|4,False
random_2,8,9,24,30,1.0,4,1|2|3|4,False
random_2,8,10,26,28,1.0,4,1|2|3|4,False
random_2,8,11,26,34,1.0,4,1|2|3|4,False
random_2,8,12,28,29,1.0,4,1|2|3|4,False
random_2,8,13,33,34,1.0,4,1|2|3|4,False
random_2,8,14,34,35,1.0,4,1|2|3|4,False
random_2,8,15,36,37,1.0,4,1|2|3|4,False
random_2,9,0,1,17,1.0,4,1|2|3|4,False
random_2,9,1,4,5,1.0,4,1|2|3|4,False
random_2,9,2,11,12,1.0,4,1|2|3|4,False
random_2,9,3,11,18,1.0,4,1|2|3|4,False
random_2,9,4,13,14,1.0,4,1|2|3|4,False
random_2,9,5,17,19,1.0,4,1|2|3|4,False
random_2,9,6,17,22,1.0,4,1|2|3|4,False
random_2,9,7,18,25,1.0,4,1|2|3|4,False
random_2,9,8,22,24,1.0,4,1|2|3|4,False
random_2,9,9,24,30,1.0,4,1|2|3|4,False
random_2,9,10,26,28,1.0,4,1|2|3|4,False
random_2,9,11,26,34,1.0,4,1|2|3|4,False
random_2,9,12,28,29,1.0,4,1|2|3|4,False
random_2,9,13,33,34,1.0,4,1|2|3|4,False
random_2,9,14,34,35,1.0,4,1|2|3|4,False
random_2,9,15,36,37,1.0,4,1|2|3|4,False
random_3,1,0,1,17,0.0,0,,False
random_3,1,1,4,5,0.0,0,,False
random_3,1,2,11,12,0.0,0,,False
random_3,1,3,11,18,0.0,0,,False
random_3,1,4,13,14,0.0,0,,False
random_3,1,5,17,19,0.0,0,,False
random_3,1,6,17,22,0.0,0,,False
random_3,1,7,18,25,0.0,0,,False
random_3,1,8,22,24,0.0,0,,False
random_3,1,9,24,30,0.0,0,,False
random_3,1,10,26,28,0.0,0,,False
random_3,1,11,26,34,0.0,0,,False
random_3,1,12,28,29,0.0,0,,False
random_3,1,13,33,34,0.0,0,,False
random_3,1,14,34,35,0.0,0,,False
random_3,1,15,36,37,0.0,0,,False
random_3,2,0,1,17,0.5333333333333333,2,1|2,True
random_3,2,1,4,5,0.0,0,,False
random_3,2,2,11,12,1.0,4,1|2|3|4,False
random_3,2,3,11,18,0.0,0,,False
random_3,2,4,13,14,0.0,0,,False
random_3,2,5,17,19,0.0,0,,False
random_3,2,6,17,22,1.0,4,1|2|3|4,False
random_3,2,7,18,25,0.0,0,,False
random_3,2,8,22,24,0.37037037037037035,1,1,True
random_3,2,9,24,30,0.0,0,,False
random_3,2,10,26,28,0.0,0,,False
random_3,2,11,26,34,0.2,0,,False
random_3,2,12,28,29,0.0,0,,False
random_3,2,13,33,34,0.0,0,,False
random_3,2,14,34,35,0.0,0,,False
random_3,2,15,36,37,0.0,0,,False
random_3,3,0,1,17,1.0,4,1|2|3|4,False
random_3,3,1,4,5,0.0,0,,False
random_3,3,2,11,12,1.0,4,1|2|3|4,False
random_3,3,3,11,18,0.0,0,,False
random_3,3,4,13,14,0.0,0,,False
random_3,3,5,17,19,0.0,0,,False
random_3,3,6,17,22,1.0,4,1|2|3|4,False
random_3,3,7,18,25,0.0,0,,False
random_3,3,8,22,24,0.9629629629629629,4,1|2|3|4,False
random_3,3,9,24,30,0.0,0,,False
random_3,3,10,26,28,0.0,0,,False
random_3,3,11,26,34,0.6571428571428571,2,1|2,True
random_3,3,12,28,29,0.0,0,,False
random_3,3,13,33,34,0.3333333333333333,1,1,True
random_3,3,14,34,35,0.0,0,,False
random_3,3,15,36,37,0.0,0,,False
random_3,4,0,1,17,1.0,4,1|2|3|4,False
random_3,4,1,4,5,0.0,0,,False
random_3,4,2,11,12,1.0,4,1|2|3|4,False
random_3,4,3,11,18,0.0,0,,False
random_3,4,4,13,14,0.16666666666666666,0,,False
random_3,4,5,17,19,0.0,0,,False
random_3,4,6,17,22,1.0,4,1|2|3|4,False
random_3,4,7,18,25,0.0,0,,False
random_3,4,8,22,24,1.0,4,1|2|3|4,False
random_3,4,9,24,30,0.0,0,,False
random_3,4,10,26,28,0.625,2,1|2,True
random_3,4,11,26,34,1.0,4,1|2|3|4,False
random_3,4,12,28,29,1.0,4,1|2|3|4,False
random_3,4,13,33,34,1.0,4,1|2|3|4,False
random_3,4,14,34,35,0.0,0,,False
random_3,4,15,36,37,0.0,0,,False
random_3,5,0,1,17,1.0,4,1|2|3|4,False
random_3,5,1,4,5,0.0,0,,False
random_3,5,2,11,12,1.0,4,1|2|3|4,False
random_3,5,3,11,18,0.0,0,,False
random_3,5,4,13,14,0.8333333333333334,4,1|2|3|4,False
random_3,5,5,17,19,0.0,0,,False
random_3,5,6,17,22,1.0,4,1|2|3|4,False
random_3,5,7,18,25,1.0,4,1|2|3|4,False
random_3,5,8,22,24,1.0,4,1|2|3|4,False
random_3,5,9,24,30,0.0,0,,False
random_3,5,10,26,28,1.0,4,1|2|3|4,False
random_3,5,11,26,34,1.0,4,1|2|3|4,False
random_3,5,12,28,29,1.0,4,1|2|3|4,False
random_3,5,13,33,34,1.0,4,1|2|3|4,False
random_3,5,14,34,35,0.4666666666666667,1,1,True
random_3,5,15,36,37,0.6363636363636364,2,1|2,True
random_3,6,0,1,17,1.0,4,1|2|3|4,False
random_3,6,1,4,5,1.0,4,1|2|3|4,False
random_3,6,2,11,12,1.0,4,1|2|3|4,False
random_3,6,3,11,18,1.0,4,1|2|3|4,False
random_3,6,4,13,14,1.0,4,1|2|3|4,False
random_3,6,5,17,19,0.16666666666666666,0,,False
random_3,6,6,17,22,1.0,4,1|2|3|4,False
random_3,6,7,18,25,1.0,4,1|2|3|4,False
random_3,6,8,22,24,1.0,4,1|2|3|4,False
random_3,6,9,24,30,0.1111111111111111,0,,False
random_3,6,10,26,28,1.0,4,1|2|3|4,False
random_3,6,11,26,34,1.0,4,1|2|3|4,False
random_3,6,12,28,29,1.0,4,1|2|3|4,False
random_3,6,13,33,34,1.0,4,1|2|3|4,False
random_3,6,14,34,35,1.0,4,1|2|3|4,False
random_3,6,15,36,37,1.0,4,1|2|3|4,False
random_3,7,0,1,17,1.0,4,1|2|3|4,False
random_3,7,1,4,5,1.0,4,1|2|3|4,False
random_3,7,2,11,12,1.0,4,1|2|3|4,False
random_3,7,3,11,18,1.0,4,1|2|3|4,False
random_3,7,4,13,14,1.0,4,1|2|3|4,False
random_3,7,5,17,19,0.6111111111111112,2,1|2,True
random_3,7,6,17,22,1.0,4,1|2|3|4,False
random_3,7,7,18,25,1.0,4,1|2|3|4,False
random_3,7,8,22,24,1.0,4,1|2|3|4,False
random_3,7,9,24,30,1.0,4,1|2|3|4,False
random_3,7,10,26,28,1.0,4,1|2|3|4,False
random_3,7,11,26,34,1.0,4,1|2|3|4,False
random_3,7,12,28,29,1.0,4,1|2|3|4,False
random_3,7,13,33,34,1.0,4,1|2|3|4,False
random_3,7,14,34,35,1.0,4,1|2|3|4,False
random_3,7,15,36,37,1.0,4,1|2|3|4,False
random_3,8,0,1,17,1.0,4,1|2|3|4,False
random_3,8,1,4,5,1.0,4,1|2|3|4,False
random_3,8,2,11,12,1.0,4,1|2|3|4,False
random_3,8,3,11,18,1.0,4,1|2|3|4,False
random_3,8,4,13,14,1.0,4,1|2|3|4,False
random_3,8,5,17,19,1.0,4,1|2|3|4,False
random_3,8,6,17,22,1.0,4,1|2|3|4,False
random_3,8,7,18,25,1.0,4,1|2|3|4,False
random_3,8,8,22,24,1.0,4,1|2|3|4,False
random_3,8,9,24,30,1.0,4,1|2|3|4,False
random_3,8,10,26,28,1.0,4,1|2|3|4,False
random_3,8,11,26,34,1.0,4,1|2|3|4,False
random_3,8,12,28,29,1.0,4,1|2|3|4,False
random_3,8,13,33,34,1.0,4,1|2|3|4,False
random_3,8,14,34,35,1.0,4,1|2|3|4,False
random_3,8,15,36,37,1.0,4,1|2|3|4,False
random_3,9,0,1,17,1.0,4,1|2|3|4,False
random_3,9,1,4,5,1.0,4,1|2|3|4,False
random_3,9,2,11,12,1.0,4,1|2|3|4,False
random_3,9,3,11,18,1.0,4,1|2|3|4,False
random_3,9,4,13,14,1.0,4,1|2|3|4,False
random_3,9,5,17,19,1.0,4,1|2|3|4,False
random_3,9,6,17,22,1.0,4,1|2|3|4,False
random_3,9,7,18,25,1.0,4,1|2|3|4,False
random_3,9,8,22,24,1.0,4,1|2|3|4,False
random_3,9,9,24,30,1.0,4,1|2|3|4,False
random_3,9,10,26,28,1.0,4,1|2|3|4,False
random_3,9,11,26,34,1.0,4,1|2|3|4,False
random_3,9,12,28,29,1.0,4,1|2|3|4,False
random_3,9,13,33,34,1.0,4,1|2|3|4,False
random_3,9,14,34,35,1.0,4,1|2|3|4,False
random_3,9,15,36,37,1.0,4,1|2|3|4,False
random_4,1,0,1,17,0.0,0,,False
random_4,1,1,4,5,0.0,0,,False
random_4,1,2,11,12,0.0,0,,False
random_4,1,3,11,18,0.0,0,,False
random_4,1,4,13,14,0.0,0,,False
random_4,1,5,17,19,0.0,0,,False
random_4,1,6,17,22,0.0,0,,False
random_4,1,7,18,25,0.0,0,,False
random_4,1,8,22,24,0.0,0,,False
random_4,1,9,24,30,0.0,0,,False
random_4,1,10,26,28,0.0,0,,False
random_4,1,11,26,34,0.0,0,,False
random_4,1,12,28,29,0.0,0,,False
random_4,1,13,33,34,0.0,0,,False
random_4,1,14,34,35,0.0,0,,False
random_4,1,15,36,37,0.0,0,,False
random_4,2,0,1,17,0.0,0,,False
random_4,2,1,4,5,0.0,0,,False
random_4,2,2,11,12,0.0,0,,False
random_4,2,3,11,18,0.0,0,,False
random_4,2,4,13,14,0.0,0,,False
random_4,2,5,17,19,0.4444444444444444,1,1,True
random_4,2,6,17,22,1.0,4,1|2|3|4,False
random_4,2,7,18,25,0.0,0,,False
random_4,2,8,22,24,0.0,0,,False
random_4,2,9,24,30,0.0,0,,False
random_4,2,10,26,28,0.0,0,,False
random_4,2,11,26,34,0.2857142857142857,0,,False
random_4,2,12,28,29,0.0,0,,False
random_4,2,13,33,34,1.0,4,1|2|3|4,False
random_4,2,14,34,35,0.6666666666666666,2,1|2,True
random_4,2,15,36,37,0.0,0,,False
random_4,3,0,1,17,0.0,0,,False
random_4,3,1,4,5,0.0,0,,False
random_4,3,2,11,12,0.0,0,,False
random_4,3,3,11,18,0.0,0,,False
random_4,3,4,13,14,0.0,0,,False
random_4,3,5,17,19,0.8888888888888888,4,1|2|3|4,False
random_4,3,6,17,22,1.0,4,1|2|3|4,False
random_4,3,7,18,25,1.0,4,1|2|3|4,False
random_4,3,8,22,24,0.0,0,,False
random_4,3,9,24,30,0.0,0,,False
random_4,3,10,26,28,0.0,0,,False
random_4,3,11,26,34,0.7428571428571429,3,1|2|3,True
random_4,3,12,28,29,0.16666666666666666,0,,False
random_4,3,13,33,34,1.0,4,1|2|3|4,False
random_4,3,14,34,35,1.0,4,1|2|3|4,False
random_4,3,15,36,37,0.0,0,,False
random_4,4,0,1,17,0.0,0,,False
random_4,4,1,4,5,0.5,2,1|2,True
random_4,4,2,11,12,1.0,4,1|2|3|4,False
random_4,4,3,11,18,0.0,0,,False
random_4,4,4,13,14,0.25,0,,False
random_4,4,5,17,19,1.0,4,1|2|3|4,False
random_4,4,6,17,22,1.0,4,1|2|3|4,False
random_4,4,7,18,25,1.0,4,1|2|3|4,False
random_4,4,8,22,24,0.0,0,,False
random_4,4,9,24,30,0.7777777777777778,3,1|2|3,True
random_4,4,10,26,28,0.0,0,,False
random_4,4,11,26,34,1.0,4,1|2|3|4,False
random_4,4,12,28,29,1.0,4,1|2|3|4,False
random_4,4,13,33,34,1.0,4,1|2|3|4,False
random_4,4,14,34,35,1.0,4,1|2|3|4,False
random_4,4,15,36,37,0.0,0,,False
random_4,5,0,1,17,0.43333333333333335,1,1,True
random_4,5,1,4,5,1.0,4,1|2|3|4,False
random_4,5,2,11,12,1.0,4,1|2|3|4,False
random_4,5,3,11,18,0.0,0,,False
random_4,5,4,13,14,0.9166666666666666,4,1|2|3|4,False
random_4,5,5,17,19,1.0,4,1|2|3|4,False
random_4,5,6,17,22,1.0,4,1|2|3|4,False
random_4,5,7,18,25,1.0,4,1|2|3|4,False
random_4,5,8,22,24,0.0,0,,False
random_4,5,9,24,30,1.0,4,1|2|3|4,False
random_4,5,10,26,28,0.0,0,,False
random_4,5,11,26,34,1.0,4,1|2|3|4,False
random_4,5,12,28,29,1.0,4,1|2|3|4,False
random_4,5,13,33,34,1.0,4,1|2|3|4,False
random_4,5,14,34,35,1.0,4,1|2|3|4,False
random_4,5,15,36,37,0.0,0,,False
random_4,6,0,1,17,0.9666666666666667,4,1|2|3|4,False
random_4,6,1,4,5,1.0,4,1|2|3|4,False
random_4,6,2,11,12,1.0,4,1|2|3|4,False
random_4,6,3,11,18,0.0,0,,False
random_4,6,4,13,14,1.0,4,1|2|3|4,False
random_4,6,5,17,19,1.0,4,1|2|3|4,False
random_4,6,6,17,22,1.0,4,1|2|3|4,False
random_4,6,7,18,25,1.0,4,1|2|3|4,False
random_4,6,8,22,24,0.0,0,,False
random_4,6,9,24,30,1.0,4,1|2|3|4,False
random_4,6,10,26,28,0.0,0,,False
random_4,6,11,26,34,1.0,4,1|2|3|4,False
random_4,6,12,28,29,1.0,4,1|2|3|4,False
random_4,6,13,33,34,1.0,4,1|2|3|4,False
random_4,6,14,34,35,1.0,4,1|2|3|4,False
random_4,6,15,36,37,0.0,0,,False
random_4,7,0,1,17,1.0,4,1|2|3|4,False
random_4,7,1,4,5,1.0,4,1|2|3|4,False
random_4,7,2,11,12,1.0,4,1|2|3|4,False
random_4,7,3,11,18,1.0,4,1|2|3|4,False
random_4,7,4,13,14,1.0,4,1|2|3|4,False
random_4,7,5,17,19,1.0,4,1|2|3|4,False
random_4,7,6,17,22,1.0,4,1|2|3|4,False
random_4,7,7,18,25,1.0,4,1|2|3|4,False
random_4,7,8,22,24,0.0,0,,False
random_4,7,9,24,30,1.0,4,1|2|3|4,False
random_4,7,10,26,28,0.0,0,,False
random_4,7,11,26,34,1.0,4,1|2|3|4,False
random_4,7,12,28,29,1.0,4,1|2|3|4,False
random_4,7,13,33,34,1.0,4,1|2|3|4,False
random_4,7,14,34,35,1.0,4,1|2|3|4,False
random_4,7,15,36,37,0.7272727272727273,3,1|2|3,True
random_4,8,0,1,17,1.0,4,1|2|3|4,False
random_4,8,1,4,5,1.0,4,1|2|3|4,False
random_4,8,2,11,12,1.0,4,1|2|3|4,False
random_4,8,3,11,18,1.0,4,1|2|3|4,False
random_4,8,4,13,14,1.0,4,1|2|3|4,False
random_4,8,5,17,19,1.0,4,1|2|3|4,False
random_4,8,6,17,22,1.0,4,1|2|3|4,False
random_4,8,7,18,25,1.0,4,1|2|3|4,False
random_4,8,8,22,24,0.48148148148148145,1,1,True
random_4,8,9,24,30,1.0,4,1|2|3|4,False
random_4,8,10,26,28,0.0,0,,False
random_4,8,11,26,34,1.0,4,1|2|3|4,False
random_4,8,12,28,29,1.0,4,1|2|3|4,False
random_4,8,13,33,34,1.0,4,1|2|3|4,False
random_4,8,14,34,35,1.0,4,1|2|3|4,False
random_4,8,15,36,37,1.0,4,1|2|3|4,False
random_4,9,0,1,17,1.0,4,1|2|3|4,False
random_4,9,1,4,5,1.0,4,1|2|3|4,False
random_4,9,2,11,12,1.0,4,1|2|3|4,False
random_4,9,3,11,18,1.0,4,1|2|3|4,False
random_4,9,4,13,14,1.0,4,1|2|3|4,False
random_4,9,5,17,19,1.0,4,1|2|3|4,False
random_4,9,6,17,22,1.0,4,1|2|3|4,False
random_4,9,7,18,25,1.0,4,1|2|3|4,False
random_4,9,8,22,24,1.0,4,1|2|3|4,False
random_4,9,9,24,30,1.0,4,1|2|3|4,False
random_4,9,10,26,28,0.08333333333333333,0,,False
random_4,9,11,26,34,1.0,4,1|2|3|4,False
random_4,9,12,28,29,1.0,4,1|2|3|4,False
random_4,9,13,33,34,1.0,4,1|2|3|4,False
random_4,9,14,34,35,1.0,4,1|2|3|4,False
random_4,9,15,36,37,1.0,4,1|2|3|4,False
random_5,1,0,1,17,0.0,0,,False
random_5,1,1,4,5,0.0,0,,False
random_5,1,2,11,12,0.0,0,,False
random_5,1,3,11,18,0.0,0,,False
random_5,1,4,13,14,0.0,0,,False
random_5,1,5,17,19,0.0,0,,False
random_5,1,6,17,22,0.0,0,,False
random_5,1,7,18,25,0.0,0,,False
random_5,1,8,22,24,0.0,0,,False
random_5,1,9,24,30,0.0,0,,False
random_5,1,10,26,28,0.0,0,,False
random_5,1,11,26,34,0.0,0,,False
random_5,1,12,28,29,0.0,0,,False
random_5,1,13,33,34,0.0,0,,False
random_5,1,14,34,35,0.0,0,,False
random_5,1,15,36,37,0.0,0,,False
random_5,2,0,1,17,0.0,0,,False
random_5,2,1,4,5,0.0,0,,False
random_5,2,2,11,12,0.0,0,,False
random_5,2,3,11,18,0.0,0,,False
random_5,2,4,13,14,0.6666666666666666,2,1|2,True
random_5,2,5,17,19,0.0,0,,False
random_5,2,6,17,22,0.0,0,,False
random_5,2,7,18,25,0.0,0,,False
random_5,2,8,22,24,0.0,0,,False
random_5,2,9,24,30,0.0,0,,False
random_5,2,10,26,28,0.0,0,,False
random_5,2,11,26,34,0.14285714285714285,0,,False
random_5,2,12,28,29,1.0,4,1|2|3|4,False
random_5,2,13,33,34,0.0,0,,False
random_5,2,14,34,35,0.26666666666666666,0,,False
random_5,2,15,36,37,1.0,4,1|2|3|4,False
random_5,3,0,1,17,0.0,0,,False
random_5,3,1,4,5,0.8333333333333334,4,1|2|3|4,False
random_5,3,2,11,12,0.0,0,,False
random_5,3,3,11,18,0.0,0,,False
random_5,3,4,13,14,1.0,4,1|2|3|4,False
random_5,3,5,17,19,0.0,0,,False
random_5,3,6,17,22,0.0,0,,False
random_5,3,7,18,25,0.8888888888888888,4,1|2|3|4,False
random_5,3,8,22,24,0.0,0,,False
random_5,3,9,24,30,0.0,0,,False
random_5,3,10,26,28,0.0,0,,False
random_5,3,11,26,34,0.6,2,1|2,True
random_5,3,12,28,29,1.0,4,1|2|3|4,False
random_5,3,13,33,34,0.0,0,,False
random_5,3,14,34,35,1.0,4,1|2|3|4,False
random_5,3,15,36,37,1.0,4,1|2|3|4,False
random_5,4,0,1,17,0.5,2,1|2,True
random_5,4,1,4,5,1.0,4,1|2|3|4,False
random_5,4,2,11,12,1.0,4,1|2|3|4,False
random_5,4,3,11,18,0.8571428571428571,4,1|2|3|4,False
random_5,4,4,13,14,1.0,4,1|2|3|4,False
random_5,4,5,17,19,0.05555555555555555,0,,False
random_5,4,6,17,22,0.0,0,,False
random_5,4,7,18,25,1.0,4,1|2|3|4,False
random_5,4,8,22,24,0.0,0,,False
random_5,4,9,24,30,0.0,0,,False
random_5,4,10,26,28,0.0,0,,False
random_5,4,11,26,34,1.0,4,1|2|3|4,False
random_5,4,12,28,29,1.0,4,1|2|3|4,False
random_5,4,13,33,34,0.0,0,,False
random_5,4,14,34,35,1.0,4,1|2|3|4,False
random_5,4,15,36,37,1.0,4,1|2|3|4,False
random_5,5,0,1,17,1.0,4,1|2|3|4,False
random_5,5,1,4,5,1.0,4,1|2|3|4,False
random_5,5,2,11,12,1.0,4,1|2|3|4,False
random_5,5,3,11,18,1.0,4,1|2|3|4,False
random_5,5,4,13,14,1.0,4,1|2|3|4,False
random_5,5,5,17,19,0.5,2,1|2,True
random_5,5,6,17,22,0.0,0,,False
random_5,5,7,18,25,1.0,4,1|2|3|4,False
random_5,5,8,22,24,0.3333333333333333,1,1,True
random_5,5,9,24,30,0.0,0,,False
random_5,5,10,26,28,0.041666666666666664,0,,False
random_5,5,11,26,34,1.0,4,1|2|3|4,False
random_5,5,12,28,29,1.0,4,1|2|3|4,False
random_5,5,13,33,34,1.0,4,1|2|3|4,False
random_5,5,14,34,35,1.0,4,1|2|3|4,False
random_5,5,15,36,37,1.0,4,1|2|3|4,False
random_5,6,0,1,17,1.0,4,1|2|3|4,False
random_5,6,1,4,5,1.0,4,1|2|3|4,False
random_5,6,2,11,12,1.0,4,1|2|3|4,False
random_5,6,3,11,18,1.0,4,1|2|3|4,False
random_5,6,4,13,14,1.0,4,1|2|3|4,False
random_5,6,5,17,19,0.9444444444444444,4,1|2|3|4,False
random_5,6,6,17,22,0.0,0,,False
random_5,6,7,18,25,1.0,4,1|2|3|4,False
random_5,6,8,22,24,0.9259259259259259,4,1|2|3|4,False
random_5,6,9,24,30,0.0,0,,False
random_5,6,10,26,28,0.7083333333333334,3,1|2|3,True
random_5,6,11,26,34,1.0,4,1|2|3|4,False
random_5,6,12,28,29,1.0,4,1|2|3|4,False
random_5,6,13,33,34,1.0,4,1|2|3|4,False
random_5,6,14,34,35,1.0,4,1|2|3|4,False
random_5,6,15,36,37,1.0,4,1|2|3|4,False
random_5,7,0,1,17,1.0,4,1|2|3|4,False
random_5,7,1,4,5,1.0,4,1|2|3|4,False
random_5,7,2,11,12,1.0,4,1|2|3|4,False
random_5,7,3,11,18,1.0,4,1|2|3|4,False
random_5,7,4,13,14,1.0,4,1|2|3|4,False
random_5,7,5,17,19,1.0,4,1|2|3|4,False
random_5,7,6,17,22,1.0,4,1|2|3|4,False
random_5,7,7,18,25,1.0,4,1|2|3|4,False
random_5,7,8,22,24,1.0,4,1|2|3|4,False
random_5,7,9,24,30,0.8888888888888888,4,1|2|3|4,False
random_5,7,10,26,28,1.0,4,1|2|3|4,False
random_5,7,11,26,34,1.0,4,1|2|3|4,False
random_5,7,12,28,29,1.0,4,1|2|3|4,False
random_5,7,13,33,34,1.0,4,1|2|3|4,False
random_5,7,14,34,35,1.0,4,1|2|3|4,False
random_5,7,15,36,37,1.0,4,1|2|3|4,False
random_5,8,0,1,17,1.0,4,1|2|3|4,False
random_5,8,1,4,5,1.0,4,1|2|3|4,False
random_5,8,2,11,12,1.0,4,1|2|3|4,False
random_5,8,3,11,18,1.0,4,1|2|3|4,False
random_5,8,4,13,14,1.0,4,1|2|3|4,False
random_5,8,5,17,19,1.0,4,1|2|3|4,False
random_5,8,6,17,22,1.0,4,1|2|3|4,False
random_5,8,7,18,25,1.0,4,1|2|3|4,False
random_5,8,8,22,24,1.0,4,1|2|3|4,False
random_5,8,9,24,30,1.0,4,1|2|3|4,False
random_5,8,10,26,28,1.0,4,1|2|3|4,False
random_5,8,11,26,34,1.0,4,1|2|3|4,False
random_5,8,12,28,29,1.0,4,1|2|3|4,False
random_5,8,13,33,34,1.0,4,1|2|3|4,False
random_5,8,14,34,35,1.0,4,1|2|3|4,False
random_5,8,15,36,37,1.0,4,1|2|3|4,False
random_5,9,0,1,17,1.0,4,1|2|3|4,False
random_5,9,1,4,5,1.0,4,1|2|3|4,False
random_5,9,2,11,12,1.0,4,1|2|3|4,False
random_5,9,3,11,18,1.0,4,1|2|3|4,False
random_5,9,4,13,14,1.0,4,1|2|3|4,False
random_5,9,5,17,19,1.0,4,1|2|3|4,False
random_5,9,6,17,22,1.0,4,1|2|3|4,False
random_5,9,7,18,25,1.0,4,1|2|3|4,False
random_5,9,8,22,24,1.0,4,1|2|3|4,False
random_5,9,9,24,30,1.0,4,1|2|3|4,False
random_5,9,10,26,28,1.0,4,1|2|3|4,False
random_5,9,11,26,34,1.0,4,1|2|3|4,False
random_5,9,12,28,29,1.0,4,1|2|3|4,False
random_5,9,13,33,34,1.0,4,1|2|3|4,False
random_5,9,14,34,35,1.0,4,1|2|3|4,False
random_5,9,15,36,37,1.0,4,1|2|3|4,False
random_6,1,0,1,17,0.0,0,,False
random_6,1,1,4,5,0.0,0,,False
random_6,1,2,11,12,0.0,0,,False
random_6,1,3,11,18,0.0,0,,False
random_6,1,4,13,14,0.0,0,,False
random_6,1,5,17,19,0.0,0,,False
random_6,1,6,17,22,0.0,0,,False
random_6,1,7,18,25,0.0,0,,False
random_6,1,8,22,24,0.0,0,,False
random_6,1,9,24,30,0.0,0,,False
random_6,1,10,26,28,0.0,0,,False
random_6,1,11,26,34,0.0,0,,False
random_6,1,12,28,29,0.0,0,,False
random_6,1,13,33,34,0.0,0,,False
random_6,1,14,34,35,0.0,0,,False
random_6,1,15,36,37,0.0,0,,False
random_6,2,0,1,17,0.23333333333333334,0,,False
random_6,2,1,4,5,0.0,0,,False
random_6,2,2,11,12,1.0,4,1|2|3|4,False
random_6,2,3,11,18,0.0,0,,False
random_6,2,4,13,14,0.0,0,,False
random_6,2,5,17,19,0.0,0,,False
random_6,2,6,17,22,0.0,0,,False
random_6,2,7,18,25,0.0,0,,False
random_6,2,8,22,24,0.5925925925925926,2,1|2,True
random_6,2,9,24,30,0.0,0,,False
random_6,2,10,26,28,0.0,0,,False
random_6,2,11,26,34,0.0,0,,False
random_6,2,12,28,29,0.08333333333333333,0,,False
random_6,2,13,33,34,0.0,0,,False
random_6,2,14,34,35,1.0,4,1|2|3|4,False
random_6,2,15,36,37,0.0,0,,False
random_6,3,0,1,17,0.7666666666666667,3,1|2|3,True
random_6,3,1,4,5,0.0,0,,False
random_6,3,2,11,12,1.0,4,1|2|3|4,False
random_6,3,3,11,18,0.0,0,,False
random_6,3,4,13,14,0.0,0,,False
random_6,3,5,17,19,0.1388888888888889,0,,False
random_6,3,6,17,22,0.0,0,,False
random_6,3,7,18,25,0.0,0,,False
random_6,3,8,22,24,1.0,4,1|2|3|4,False
random_6,3,9,24,30,0.0,0,,False
random_6,3,10,26,28,0.0,0,,False
random_6,3,11,26,34,0.0,0,,False
random_6,3,12,28,29,1.0,4,1|2|3|4,False
random_6,3,13,33,34,0.8333333333333334,4,1|2|3|4,False
random_6,3,14,34,35,1.0,4,1|2|3|4,False
random_6,3,15,36,37,0.0,0,,False
random_6,4,0,1,17,1.0,4,1|2|3|4,False
random_6,4,1,4,5,0.6666666666666666,2,1|2,True
random_6,4,2,11,12,1.0,4,1|2|3|4,False
random_6,4,3,11,18,0.0,0,,False
random_6,4,4,13,14,0.0,0,,False
random_6,4,5,17,19,0.5833333333333334,2,1|2,True
random_6,4,6,17,22,0.0,0,,False
random_6,4,7,18,25,0.0,0,,False
random_6,4,8,22,24,1.0,4,1|2|3|4,False
random_6,4,9,24,30,0.0,0,,False
random_6,4,10,26,28,0.375,1,1,True
random_6,4,11,26,34,0.0,0,,False
random_6,4,12,28,29,1.0,4,1|2|3|4,False
random_6,4,13,33,34,1.0,4,1|2|3|4,False
random_6,4,14,34,35,1.0,4,1|2|3|4,False
random_6,4,15,36,37,1.0,4,1|2|3|4,False
random_6,5,0,1,17,1.0,4,1|2|3|4,False
random_6,5,1,4,5,1.0,4,1|2|3|4,False
random_6,5,2,11,12,1.0,4,1|2|3|4,False
random_6,5,3,11,18,0.14285714285714285,0,,False
random_6,5,4,13,14,0.0,0,,False
random_6,5,5,17,19,1.0,4,1|2|3|4,False
random_6,5,6,17,22,1.0,4,1|2|3|4,False
random_6,5,7,18,25,0.0,0,,False
